"index";"Nom de l'op?rateur";"Mill?sime des donn?es";"Code de l'IRIS - Code de la zone";"Code de l'IRIS - Libellé de la zone";"?nergie concern?e";"Code du grand secteur";"Consommation (en MWh)";"Nombre de points de livraison"
"ID";"OPERATEUR";"ANNEE";"IRIS_CODE";"IRIS_LIBELLE";"FILIERE";"CODE_GRAND_SECTEUR";"CONSO";"PDL"
"5803C";"R?seau de decize";"2022";"580950101";"Centre Ville et Faubourg d'Allier Rive Loire";"C";"R";338.61000061035;2
"5803C";"R?seau de decize";"2022";"580950101";"Centre Ville et Faubourg d'Allier Rive Loire";"C";"T";273.019996643065;2
"5803C";"R?seau de decize";"2022";"580950103";"Faubourg d'Allier et Écarts Sauf Partie Ancienne";"C";"R";851.659973144531;1
"5803C";"R?seau de decize";"2022";"580950103";"Faubourg d'Allier et Écarts Sauf Partie Ancienne";"C";"T";5259.950881958;8
"5805C";"Arleuf";"2022";"580100000";"Arleuf (commune non irisée)";"C";"R";"secret";"secret"
"5805C";"Arleuf";"2022";"580100000";"Arleuf (commune non irisée)";"C";"T";"secret";"secret"
"5806C";"Bazolles";"2022";"580240000";"Bazolles (commune non irisée)";"C";"T";"secret";"secret"
"5807C";"Corbigny";"2022";"580830000";"Corbigny (commune non irisée)";"C";"nd";"nd";"nd"
"5808C";"Lormes";"2022";"581450000";"Lormes (commune non irisée)";"C";"R";"secret";"secret"
"5808C";"Lormes";"2022";"581450000";"Lormes (commune non irisée)";"C";"T";203.49;4
"5809C";"Montigny en Morvan";"2022";"581770000";"Montigny-en-Morvan (commune non irisée)";"C";"R";"secret";"secret"
"5809C";"Montigny en Morvan";"2022";"581770000";"Montigny-en-Morvan (commune non irisée)";"C";"T";"secret";"secret"
"5810C";"Ouroux en Morvan 1";"2022";"582050000";"Ouroux-en-Morvan (commune non irisée)";"C";"T";249.77;2
"5811C";"Planchez";"2022";"582100000";"Planchez (commune non irisée)";"C";"R";"secret";"secret"
"5811C";"Planchez";"2022";"582100000";"Planchez (commune non irisée)";"C";"T";"secret";"secret"
"5812C";"Saint Amand en Puisaye";"2022";"582270000";"Saint-Amand-en-Puisaye (commune non irisée)";"C";"T";408.17;3
"5813C";"Varzy";"2022";"583040000";"Varzy (commune non irisée)";"C";"T";351.14;3
"5814C";"Corancy";"2022";"580820000";"Corancy (commune non irisée)";"C";"X";"secret";"secret"
"5815C";"Saint-Saulge";"2022";"582670000";"Saint-Saulge (commune non irisée)";"C";"T";307.05;2
"5816C";"Billy Sur Oisy";"2022";"580320000";"Billy-sur-Oisy (commune non irisée)";"C";"R";"secret";"secret"
"5816C";"Billy Sur Oisy";"2022";"580320000";"Billy-sur-Oisy (commune non irisée)";"C";"T";"secret";"secret"
"5817C";"Brassy";"2022";"580370000";"Brassy (commune non irisée)";"C";"R";"secret";"secret"
"5817C";"Brassy";"2022";"580370000";"Brassy (commune non irisée)";"C";"T";"secret";"secret"
"5818C";"Ch?teau Chinon Ville";"2022";"580620000";"Château-Chinon (Ville) (commune non irisée)";"C";"T";500.35;2
"5820C";"Ch?teau Chinon EIAT";"2022";"580620000";"Château-Chinon (Ville) (commune non irisée)";"C";"T";2431.22;8
"5821C";"Challuy";"2022";"580510000";"Challuy (commune non irisée)";"C";"T";"secret";"secret"
"5822C";"Moux en Morvan";"2022";"581850000";"Moux-en-Morvan (commune non irisée)";"C";"R";"secret";"secret"
"5822C";"Moux en Morvan";"2022";"581850000";"Moux-en-Morvan (commune non irisée)";"C";"T";"secret";"secret"
"5823C";"La Charit? Sur Loire";"2022";"580590101";"Cité Médiévale";"C";"R";1173.32;5
"5823C";"La Charit? Sur Loire";"2022";"580590101";"Cité Médiévale";"C";"T";5001.75;13
"5825C";"Ouroux en Morvan 2";"2022";"582050000";"Ouroux-en-Morvan (commune non irisée)";"C";"R";124.82;10
"5826C";"Vaux d'Amognes";"2022";"582040000";"Vaux d'Amognes (commune non irisée)";"C";"R";"secret";"secret"
"5826C";"Vaux d'Amognes";"2022";"582040000";"Vaux d'Amognes (commune non irisée)";"C";"T";"secret";"secret"
"5827C";"Montsauche les Settons";"2022";"581800000";"Montsauche-les-Settons (commune non irisée)";"C";"R";"secret";"secret"
"5827C";"Montsauche les Settons";"2022";"581800000";"Montsauche-les-Settons (commune non irisée)";"C";"T";224.46;6
"5901C";"R?seau de Roubaix";"2022";"591630301";"Beaumont 1";"C";"T";13071.8397216797;4
"5901C";"R?seau de Roubaix";"2022";"595120102";"Fresnoy";"C";"R";777.679992675781;1
"5901C";"R?seau de Roubaix";"2022";"595120102";"Fresnoy";"C";"T";431.350006103515;2
"5901C";"R?seau de Roubaix";"2022";"595120201";"Fosse aux Chênes";"C";"I";853.190002441406;1
"5901C";"R?seau de Roubaix";"2022";"595120201";"Fosse aux Chênes";"C";"R";1696.87998199463;6
"5901C";"R?seau de Roubaix";"2022";"595120201";"Fosse aux Chênes";"C";"T";6621.04999542236;13
"5901C";"R?seau de Roubaix";"2022";"595120202";"Alma Sud";"C";"R";4264.61004638671;5
"5901C";"R?seau de Roubaix";"2022";"595120202";"Alma Sud";"C";"T";2069.85000610351;3
"5901C";"R?seau de Roubaix";"2022";"595120203";"Alma Nord";"C";"R";1210.82995605468;1
"5901C";"R?seau de Roubaix";"2022";"595120203";"Alma Nord";"C";"T";3003.700050354;8
"5901C";"R?seau de Roubaix";"2022";"595120303";"Cul de Four";"C";"R";1319.40599060058;4
"5901C";"R?seau de Roubaix";"2022";"595120303";"Cul de Four";"C";"T";"secret";"secret"
"5901C";"R?seau de Roubaix";"2022";"595120401";"Hommelet Nord";"C";"T";"secret";"secret"
"5901C";"R?seau de Roubaix";"2022";"595120402";"Hommelet Centre";"C";"R";981.030029296875;1
"5901C";"R?seau de Roubaix";"2022";"595120402";"Hommelet Centre";"C";"T";2012.34997558594;6
"5901C";"R?seau de Roubaix";"2022";"595120403";"Hommelet Sud";"C";"R";1475.31994628906;1
"5901C";"R?seau de Roubaix";"2022";"595120403";"Hommelet Sud";"C";"T";"secret";"secret"
"5901C";"R?seau de Roubaix";"2022";"595120504";"Trichon";"C";"R";808.692993164061;3
"5901C";"R?seau de Roubaix";"2022";"595120504";"Trichon";"C";"T";3118.07999420166;10
"5901C";"R?seau de Roubaix";"2022";"595120601";"Espérance Centre";"C";"R";494.499999999998;3
"5901C";"R?seau de Roubaix";"2022";"595120601";"Espérance Centre";"C";"T";7939.07996368407;27
"5901C";"R?seau de Roubaix";"2022";"595120602";"Nations Unies";"C";"R";3359.92895507812;8
"5901C";"R?seau de Roubaix";"2022";"595120602";"Nations Unies";"C";"T";4320.2200088501;10
"5901C";"R?seau de Roubaix";"2022";"595120603";"Anseele";"C";"R";13472.2888994217;17
"5901C";"R?seau de Roubaix";"2022";"595120603";"Anseele";"C";"T";2060.73001098632;5
"5901C";"R?seau de Roubaix";"2022";"595120701";"Barbieux-Vauban";"C";"R";3281.11993408202;4
"5901C";"R?seau de Roubaix";"2022";"595120701";"Barbieux-Vauban";"C";"T";2259.26006698608;6
"5901C";"R?seau de Roubaix";"2022";"595120702";"Barbieux Sud";"C";"R";730.340026855468;1
"5901C";"R?seau de Roubaix";"2022";"595120702";"Barbieux Sud";"C";"T";8695.11013031006;7
"5901C";"R?seau de Roubaix";"2022";"595120801";"Moulin Nord";"C";"T";1445.8099822998;3
"5901C";"R?seau de Roubaix";"2022";"595120803";"Potennerie";"C";"T";1175.48999023437;1
"5901C";"R?seau de Roubaix";"2022";"595120903";"Sainte-Élisabeth Nord";"C";"R";2653.24993896484;3
"5901C";"R?seau de Roubaix";"2022";"595120903";"Sainte-Élisabeth Nord";"C";"T";1093.5;3
"5901C";"R?seau de Roubaix";"2022";"595121001";"Pile Est";"C";"T";379.190002441406;1
"5901C";"R?seau de Roubaix";"2022";"595121002";"Pile Centre";"C";"T";290.563003540038;2
"5901C";"R?seau de Roubaix";"2022";"595121003";"Pile Nord";"C";"T";579.900024414062;1
"5901C";"R?seau de Roubaix";"2022";"595121101";"Trois Ponts Nord";"C";"R";2648.8999633789;4
"5901C";"R?seau de Roubaix";"2022";"595121101";"Trois Ponts Nord";"C";"T";504.20001220703;2
"5901C";"R?seau de Roubaix";"2022";"595121102";"Trois Ponts Sud";"C";"R";4144.72001647949;6
"5901C";"R?seau de Roubaix";"2022";"595121102";"Trois Ponts Sud";"C";"T";846.390018463134;5
"5901C";"R?seau de Roubaix";"2022";"595121103";"Sartel";"C";"R";1505.91004943847;2
"5901C";"R?seau de Roubaix";"2022";"595121103";"Sartel";"C";"T";2939.91003417968;2
"5901C";"R?seau de Roubaix";"2022";"595121202";"Justice";"C";"R";"secret";"secret"
"5901C";"R?seau de Roubaix";"2022";"595121202";"Justice";"C";"T";908.709999084472;3
"5901C";"R?seau de Roubaix";"2022";"595121203";"Fraternité";"C";"T";3216.15002441406;2
"5901C";"R?seau de Roubaix";"2022";"595990603";"Descat";"C";"T";1690.69001770019;2
"5904C";"Quartier Pont de Bois";"2022";"590090204";"Les Facultés";"C";"R";2255.78997802734;4
"5904C";"Quartier Pont de Bois";"2022";"590090204";"Les Facultés";"C";"T";1055.12000465393;7
"5904C";"Quartier Pont de Bois";"2022";"590090206";"Château";"C";"R";1406.29998779297;2
"5904C";"Quartier Pont de Bois";"2022";"590090701";"Pont de Bois";"C";"R";13450.5369110107;12
"5904C";"Quartier Pont de Bois";"2022";"590090701";"Pont de Bois";"C";"T";8349.91006088256;22
"5905C";"Domaine Universitaire et Scientifique";"2022";"590090403";"Annappes";"C";"X";1335.93005371093;1
"5905C";"Domaine Universitaire et Scientifique";"2022";"590090601";"Cité Scientifique";"C";"X";24268.2719078064;41
"5906C";"R?seaux de Wattignies";"2022";"596480103";"Arbrisseau Ouest";"C";"R";831.720001220702;2
"5906C";"R?seaux de Wattignies";"2022";"596480104";"Wattignies Centre";"C";"T";533.789993286132;3
"5906C";"R?seaux de Wattignies";"2022";"596480201";"Blanc Riez Centre";"C";"R";8978.0239562988;7
"5906C";"R?seaux de Wattignies";"2022";"596480201";"Blanc Riez Centre";"C";"T";472.52000427246;2
"5906C";"R?seaux de Wattignies";"2022";"596480202";"Blanc Riez Nord-Est";"C";"R";3569.31994628906;2
"5906C";"R?seaux de Wattignies";"2022";"596480202";"Blanc Riez Nord-Est";"C";"T";653.330017089843;2
"5906C";"R?seaux de Wattignies";"2022";"596480204";"Blanc Riez Sud-Ouest";"C";"R";2325.19995117187;1
"5906C";"R?seaux de Wattignies";"2022";"596480204";"Blanc Riez Sud-Ouest";"C";"T";1755.4699921608;9
"5907C";"R?seau de  Wattrelos";"2022";"596500402";"Centre";"C";"T";1884.40002441406;2
"5907C";"R?seau de  Wattrelos";"2022";"596500403";"Broche de Fer-Saint-Liévin-Bas Chemin";"C";"T";472.18000793457;2
"5907C";"R?seau de  Wattrelos";"2022";"596500603";"Beaulieu 1";"C";"R";2039.81005859374;2
"5907C";"R?seau de  Wattrelos";"2022";"596500603";"Beaulieu 1";"C";"T";1602.33999633789;5
"5907C";"R?seau de  Wattrelos";"2022";"596500604";"Beaulieu 2";"C";"R";2237.9599609375;2
"5907C";"R?seau de  Wattrelos";"2022";"596500604";"Beaulieu 2";"C";"T";419.86000061035;2
"5907C";"R?seau de  Wattrelos";"2022";"596500605";"Beaulieu 3";"C";"R";5050.44995117187;6
"5907C";"R?seau de  Wattrelos";"2022";"596500605";"Beaulieu 3";"C";"T";761.949989318846;4
"5908C";"R?seau de chaleur de Sin Le Noble";"2022";"591700102";"La Longue Borne-Fond de Gaillot";"C";"T";12647.7981872559;2
"5908C";"R?seau de chaleur de Sin Le Noble";"2022";"595690105";"Le Puits du Midi et Paul Foucaut";"C";"R";719.219017028808;5
"5908C";"R?seau de chaleur de Sin Le Noble";"2022";"595690105";"Le Puits du Midi et Paul Foucaut";"C";"T";6661.10707092285;10
"5908C";"R?seau de chaleur de Sin Le Noble";"2022";"595690106";"Quartier Les Épis";"C";"R";6608.01205444335;8
"5908C";"R?seau de chaleur de Sin Le Noble";"2022";"595690106";"Quartier Les Épis";"C";"T";3210.323097229;7
"5909C";"R?seau de Mons-en-Baroeul";"2022";"594100101";"Le Barœul";"C";"X";356.119995117187;1
"5909C";"R?seau de Mons-en-Baroeul";"2022";"594100102";"Ancien Mons";"C";"X";480.83999633789;1
"5909C";"R?seau de Mons-en-Baroeul";"2022";"594100201";"Lamartine";"C";"X";4835.40991210937;5
"5909C";"R?seau de Mons-en-Baroeul";"2022";"594100202";"Napoléon";"C";"X";7789.16988372802;14
"5909C";"R?seau de Mons-en-Baroeul";"2022";"594100203";"Les Provinces";"C";"X";7098.99993133544;7
"5909C";"R?seau de Mons-en-Baroeul";"2022";"594100302";"Hôtel de Ville";"C";"X";8904.46990966796;16
"5909C";"R?seau de Mons-en-Baroeul";"2022";"594100303";"Louis XIV";"C";"X";6031.05002593993;10
"5909C";"R?seau de Mons-en-Baroeul";"2022";"594100304";"Vauban";"C";"X";4954.50006103516;7
"5909C";"R?seau de Mons-en-Baroeul";"2022";"594100401";"Guinguette";"C";"X";757.319995880126;5
"5909C";"R?seau de Mons-en-Baroeul";"2022";"594100402";"Les Sarts";"C";"X";1297.91998291015;2
"5910C";"R?seau de Lille";"2022";"593500101";"Lille Centre 1";"C";"T";1469.52499098096;1
"5910C";"R?seau de Lille";"2022";"593500105";"Lille Centre 5";"C";"T";"secret";"secret"
"5910C";"R?seau de Lille";"2022";"593500106";"Lille Centre 6";"C";"R";2425.50616346581;6
"5910C";"R?seau de Lille";"2022";"593500106";"Lille Centre 6";"C";"T";9525.66762867699;22
"5910C";"R?seau de Lille";"2022";"593500107";"Lille Centre 7";"C";"T";874.72241632835;1
"5910C";"R?seau de Lille";"2022";"593500109";"Lille Centre 9";"C";"R";"secret";"secret"
"5910C";"R?seau de Lille";"2022";"593500109";"Lille Centre 9";"C";"T";328.421647729699;2
"5910C";"R?seau de Lille";"2022";"593500110";"Lille Centre 10";"C";"T";257.676849736135;1
"5910C";"R?seau de Lille";"2022";"593500111";"Lille Centre 11";"C";"R";2284.34402109573;7
"5910C";"R?seau de Lille";"2022";"593500111";"Lille Centre 11";"C";"T";3891.66159012287;12
"5910C";"R?seau de Lille";"2022";"593500112";"Lille Centre 12";"C";"T";1659.55093466767;2
"5910C";"R?seau de Lille";"2022";"593500113";"Lille Centre 13";"C";"R";651.413974704806;2
"5910C";"R?seau de Lille";"2022";"593500113";"Lille Centre 13";"C";"T";7411.11371593705;5
"5910C";"R?seau de Lille";"2022";"593500114";"Lille Centre 14";"C";"T";3852.48428930644;3
"5910C";"R?seau de Lille";"2022";"593500115";"Lille Centre 15";"C";"R";1503.59523864614;4
"5910C";"R?seau de Lille";"2022";"593500115";"Lille Centre 15";"C";"T";1373.18235522253;6
"5910C";"R?seau de Lille";"2022";"593500116";"Lille Centre 16";"C";"R";4964.44441515289;13
"5910C";"R?seau de Lille";"2022";"593500116";"Lille Centre 16";"C";"T";977.345017574105;4
"5910C";"R?seau de Lille";"2022";"593500117";"Lille Centre 17";"C";"R";8610.8966743801;13
"5910C";"R?seau de Lille";"2022";"593500117";"Lille Centre 17";"C";"T";6145.74796467202;13
"5910C";"R?seau de Lille";"2022";"593500118";"Lille Centre 18";"C";"R";243.02632650699;1
"5910C";"R?seau de Lille";"2022";"593500118";"Lille Centre 18";"C";"T";525.407412479976;4
"5910C";"R?seau de Lille";"2022";"593500119";"Lille Centre 19";"C";"R";2926.73510122999;6
"5910C";"R?seau de Lille";"2022";"593500119";"Lille Centre 19";"C";"T";4359.68537798852;11
"5910C";"R?seau de Lille";"2022";"593500202";"Vieux Lille 2";"C";"R";635.126045315915;4
"5910C";"R?seau de Lille";"2022";"593500202";"Vieux Lille 2";"C";"T";3470.00219153077;7
"5910C";"R?seau de Lille";"2022";"593500203";"Vieux Lille 3";"C";"R";"secret";"secret"
"5910C";"R?seau de Lille";"2022";"593500203";"Vieux Lille 3";"C";"T";4923.93753219766;8
"5910C";"R?seau de Lille";"2022";"593500205";"Vieux Lille 5";"C";"R";254.531301479271;2
"5910C";"R?seau de Lille";"2022";"593500205";"Vieux Lille 5";"C";"T";841.370927149956;3
"5910C";"R?seau de Lille";"2022";"593500207";"Vieux Lille 7";"C";"T";2342.74797705771;5
"5910C";"R?seau de Lille";"2022";"593500302";"Vauban-Esquermes";"C";"T";295.638930289336;1
"5910C";"R?seau de Lille";"2022";"593500304";"Cordonnier";"C";"R";776.581142394775;1
"5910C";"R?seau de Lille";"2022";"593500304";"Cordonnier";"C";"T";1816.57864300574;4
"5910C";"R?seau de Lille";"2022";"593500305";"Colson";"C";"R";960.298710526226;5
"5910C";"R?seau de Lille";"2022";"593500305";"Colson";"C";"T";2879.06913593542;10
"5910C";"R?seau de Lille";"2022";"593500306";"Arbonnoise";"C";"T";490.191838208818;1
"5910C";"R?seau de Lille";"2022";"593500309";"Lestiboudois";"C";"R";2058.56223064089;6
"5910C";"R?seau de Lille";"2022";"593500309";"Lestiboudois";"C";"T";1626.81991956487;3
"5910C";"R?seau de Lille";"2022";"593500401";"Montebello";"C";"R";853.530842231213;1
"5910C";"R?seau de Lille";"2022";"593500401";"Montebello";"C";"T";1799.82109583083;6
"5910C";"R?seau de Lille";"2022";"593500402";"Sarrazins";"C";"T";381.670252397602;3
"5910C";"R?seau de Lille";"2022";"593500403";"Magenta-Fombello";"C";"R";"secret";"secret"
"5910C";"R?seau de Lille";"2022";"593500403";"Magenta-Fombello";"C";"T";1974.20113698132;2
"5910C";"R?seau de Lille";"2022";"593500404";"Flandre";"C";"T";475.599069584257;1
"5910C";"R?seau de Lille";"2022";"593500405";"Brigode";"C";"T";"secret";"secret"
"5910C";"R?seau de Lille";"2022";"593500407";"Stations";"C";"R";505.339640155392;1
"5910C";"R?seau de Lille";"2022";"593500407";"Stations";"C";"T";538.915211150592;2
"5910C";"R?seau de Lille";"2022";"593500409";"Mairie";"C";"R";1129.6415099955;2
"5910C";"R?seau de Lille";"2022";"593500501";"Strasbourg";"C";"T";"secret";"secret"
"5910C";"R?seau de Lille";"2022";"593500503";"Arsenal";"C";"R";870.551329341453;3
"5910C";"R?seau de Lille";"2022";"593500503";"Arsenal";"C";"T";3001.25452162691;5
"5910C";"R?seau de Lille";"2022";"593500504";"Fac de Droit";"C";"R";1700.05533556879;2
"5910C";"R?seau de Lille";"2022";"593500504";"Fac de Droit";"C";"T";3894.01426181248;7
"5910C";"R?seau de Lille";"2022";"593500507";"Belfort";"C";"R";6760.91491547064;9
"5910C";"R?seau de Lille";"2022";"593500507";"Belfort";"C";"T";810.828899665595;4
"5910C";"R?seau de Lille";"2022";"593500508";"Trévise";"C";"R";2461.89370779654;2
"5910C";"R?seau de Lille";"2022";"593500508";"Trévise";"C";"T";12458.5296426513;5
"5910C";"R?seau de Lille";"2022";"593500602";"Concorde 1";"C";"R";7220.0796440614;1
"5910C";"R?seau de Lille";"2022";"593500602";"Concorde 1";"C";"T";"secret";"secret"
"5910C";"R?seau de Lille";"2022";"593500603";"Verhaeren";"C";"T";3373.4122112733;6
"5910C";"R?seau de Lille";"2022";"593500604";"Concorde 2";"C";"T";275.059276221734;2
"5910C";"R?seau de Lille";"2022";"593500801";"Marx Dormoy";"C";"R";3247.52458382105;2
"5910C";"R?seau de Lille";"2022";"593500801";"Marx Dormoy";"C";"T";7423.50629975607;4
"5910C";"R?seau de Lille";"2022";"593500905";"Saint-Maurice-Cimetière de l'Est";"C";"R";385.774116811949;2
"5910C";"R?seau de Lille";"2022";"593500905";"Saint-Maurice-Cimetière de l'Est";"C";"T";469.88537446686;3
"5910C";"R?seau de Lille";"2022";"593501001";"Centre";"C";"R";897.241136535015;3
"5910C";"R?seau de Lille";"2022";"593501001";"Centre";"C";"T";"secret";"secret"
"5910C";"R?seau de Lille";"2022";"593501002";"Entrée Lille Fives";"C";"T";407.189739851005;2
"5910C";"R?seau de Lille";"2022";"593501003";"Caulier";"C";"R";1460.7898766117;4
"5910C";"R?seau de Lille";"2022";"593501003";"Caulier";"C";"T";6252.69674347991;11
"5910C";"R?seau de Lille";"2022";"593501005";"Lannoy";"C";"T";1131.11343711516;3
"5910C";"R?seau de Lille";"2022";"593501006";"Convention";"C";"T";590.485023461281;2
"5910C";"R?seau de Lille";"2022";"593501007";"Mont de Terre";"C";"R";492.947016886519;1
"5910C";"R?seau de Lille";"2022";"593501007";"Mont de Terre";"C";"T";2814.84813606822;8
"5910C";"R?seau de Lille";"2022";"593501008";"Petit Maroc";"C";"R";1894.4678216884;6
"5910C";"R?seau de Lille";"2022";"593501008";"Petit Maroc";"C";"T";2342.34289925331;4
"5910C";"R?seau de Lille";"2022";"593502603";"Les Sarts 3";"C";"T";613.038196551373;2
"5910C";"R?seau de Lille";"2022";"593503001";"Sud Marais 1";"C";"R";238.096855286128;1
"5910C";"R?seau de Lille";"2022";"594100304";"Vauban";"C";"T";18869.8739191385;1
"5910C";"R?seau de Lille";"2022";"594100401";"Guinguette";"C";"T";356.214542228405;1
"5910C";"R?seau de Lille";"2022";"594100402";"Les Sarts";"C";"R";246.326991639006;1
"5910C";"R?seau de Lille";"2022";"594100402";"Les Sarts";"C";"T";"secret";"secret"
"5910C";"R?seau de Lille";"2022";"594100403";"Becquerel";"C";"R";"secret";"secret"
"5912C";"MAUBEUGE ENERGIE RENOUVELABLE";"2022";"593920202";"Pont Allant";"C";"X";2900.85003662109;2
"5912C";"MAUBEUGE ENERGIE RENOUVELABLE";"2022";"593920301";"Centre Ville";"C";"X";5842.97995185852;23
"5912C";"MAUBEUGE ENERGIE RENOUVELABLE";"2022";"593920302";"Provinces Françaises";"C";"X";6800.97985076904;3
"5912C";"MAUBEUGE ENERGIE RENOUVELABLE";"2022";"593920303";"Faubourg Saint-Lazare";"C";"X";1716.62999057769;10
"5912C";"MAUBEUGE ENERGIE RENOUVELABLE";"2022";"593920501";"Petite Savate";"C";"X";611.831970214843;1
"5912C";"MAUBEUGE ENERGIE RENOUVELABLE";"2022";"593920503";"Faubourg de Valenciennnes";"C";"X";3779.481010437;16
"5914C";"Energie Grand Littoral - Dunkerque";"2022";"591830101";"Zone Portuaire";"C";"T";930.180007934568;4
"5914C";"Energie Grand Littoral - Dunkerque";"2022";"591830201";"Citadelle-Victoire";"C";"R";13234.6460318565;46
"5914C";"Energie Grand Littoral - Dunkerque";"2022";"591830201";"Citadelle-Victoire";"C";"T";9456.79890823363;30
"5914C";"Energie Grand Littoral - Dunkerque";"2022";"591830202";"Centre";"C";"R";7119.09900665282;13
"5914C";"Energie Grand Littoral - Dunkerque";"2022";"591830202";"Centre";"C";"T";2738.7039964199;18
"5914C";"Energie Grand Littoral - Dunkerque";"2022";"591830203";"Sud-Gare";"C";"R";2246.59403991699;5
"5914C";"Energie Grand Littoral - Dunkerque";"2022";"591830203";"Sud-Gare";"C";"T";5421.33203506469;13
"5914C";"Energie Grand Littoral - Dunkerque";"2022";"591830301";"Malo Turenne Nord";"C";"R";253.399993896484;1
"5914C";"Energie Grand Littoral - Dunkerque";"2022";"591830301";"Malo Turenne Nord";"C";"T";1369.43994140625;1
"5914C";"Energie Grand Littoral - Dunkerque";"2022";"591830401";"Glacis";"C";"R";7328.36097717285;16
"5914C";"Energie Grand Littoral - Dunkerque";"2022";"591830401";"Glacis";"C";"T";1215.99001312256;7
"5914C";"Energie Grand Littoral - Dunkerque";"2022";"591830402";"Stade Tribut";"C";"R";2662.42396736145;7
"5914C";"Energie Grand Littoral - Dunkerque";"2022";"591830402";"Stade Tribut";"C";"T";2130.96298217773;4
"5914C";"Energie Grand Littoral - Dunkerque";"2022";"591830901";"Rosendael-Hôpital";"C";"R";1176.6240234375;1
"5914C";"Energie Grand Littoral - Dunkerque";"2022";"591830901";"Rosendael-Hôpital";"C";"T";15289.3404302597;7
"5914C";"Energie Grand Littoral - Dunkerque";"2022";"591831001";"Jeu de Mail-Carré-Île Jeanty";"C";"R";5876.49004364013;10
"5914C";"Energie Grand Littoral - Dunkerque";"2022";"591831001";"Jeu de Mail-Carré-Île Jeanty";"C";"T";3387.70703125;9
"5914C";"Energie Grand Littoral - Dunkerque";"2022";"591831002";"Basse Ville";"C";"R";2544.10000610351;6
"5914C";"Energie Grand Littoral - Dunkerque";"2022";"591831002";"Basse Ville";"C";"T";1911.041015625;7
"5914C";"Energie Grand Littoral - Dunkerque";"2022";"591831101";"Louis XIV";"C";"T";1105.14001464843;1
