"index";"Nom de l'op?rateur";"Mill?sime des donn?es";"Code de l'IRIS - Code de la zone";"Code de l'IRIS - Libellé de la zone";"?nergie concern?e";"Code du grand secteur";"Consommation (en MWh)";"Nombre de points de livraison"
"ID";"OPERATEUR";"ANNEE";"IRIS_CODE";"IRIS_LIBELLE";"FILIERE";"CODE_GRAND_SECTEUR";"CONSO";"PDL"
"6703C";"Strasbourg Centre";"2022";"674820302";"Gare Sud-Est";"C";"R";319.74;3
"6703C";"Strasbourg Centre";"2022";"674820303";"Gare Nord-Ouest";"C";"R";4201.021;6
"6703C";"Strasbourg Centre";"2022";"674820304";"Gare Centre";"C";"R";1329.01;4
"6703C";"Strasbourg Centre";"2022";"674820502";"Kable Sud-Est";"C";"R";716.22;1
"6703C";"Strasbourg Centre";"2022";"674820601";"Contades Sud";"C";"R";1344.25;5
"6703C";"Strasbourg Centre";"2022";"674820801";"Forêt Noire Est";"C";"T";1051.47;1
"6703C";"Strasbourg Centre";"2022";"674820802";"Forêt Noire Centre";"C";"R";666.09;2
"6703C";"Strasbourg Centre";"2022";"674820804";"Forêt Noire Sud";"C";"R";4148.151;12
"6703C";"Strasbourg Centre";"2022";"674820804";"Forêt Noire Sud";"C";"T";1755.64;1
"6703C";"Strasbourg Centre";"2022";"674821001";"Esplanade Sud-Est";"C";"R";5496.206;13
"6703C";"Strasbourg Centre";"2022";"674821001";"Esplanade Sud-Est";"C";"T";4345.432;2
"6703C";"Strasbourg Centre";"2022";"674821002";"Esplanade Sud-Ouest";"C";"R";3909.77;6
"6703C";"Strasbourg Centre";"2022";"674821002";"Esplanade Sud-Ouest";"C";"T";8782.477;6
"6703C";"Strasbourg Centre";"2022";"674821004";"Esplanade Nord-Est";"C";"R";5439.812;6
"6703C";"Strasbourg Centre";"2022";"674821004";"Esplanade Nord-Est";"C";"T";9067.033;6
"6703C";"Strasbourg Centre";"2022";"674821005";"Esplanade Nord-Ouest";"C";"R";8877.912;25
"6703C";"Strasbourg Centre";"2022";"674821005";"Esplanade Nord-Ouest";"C";"T";21021.384;12
"6703C";"Strasbourg Centre";"2022";"674821104";"Krutenau Nord Est";"C";"R";2559.6;5
"6703C";"Strasbourg Centre";"2022";"674821104";"Krutenau Nord Est";"C";"T";3435.902;1
"6703C";"Strasbourg Centre";"2022";"674821205";"Neudorf Ouest Nord-Ouest";"C";"R";6202.74;7
"6703C";"Strasbourg Centre";"2022";"674821206";"Neudorf Ouest Centre";"C";"R";204.66;1
"6703C";"Strasbourg Centre";"2022";"674821207";"Neudorf Ouest Nord-Est";"C";"R";2771.681;9
"6703C";"Strasbourg Centre";"2022";"674821301";"Elsau Centre";"C";"R";8747.23729;175
"6703C";"Strasbourg Centre";"2022";"674821301";"Elsau Centre";"C";"T";1483.84;1
"6703C";"Strasbourg Centre";"2022";"674821302";"Elsau Ouest";"C";"R";3934.5643;12
"6703C";"Strasbourg Centre";"2022";"674821303";"Elsau Est";"C";"R";4426.3;1
"6703C";"Strasbourg Centre";"2022";"674822002";"Cité de l'Ill Est";"C";"R";"secret";"secret"
"6703C";"Strasbourg Centre";"2022";"674822101";"Robertsau Sud-Ouest";"C";"R";431.32;2
"6703C";"Strasbourg Centre";"2022";"674822102";"Robertsau Ouest";"C";"R";1121.866;2
"6703C";"Strasbourg Centre";"2022";"674822102";"Robertsau Ouest";"C";"T";1701.334;1
"6703C";"Strasbourg Centre";"2022";"674822106";"Robertsau Est";"C";"R";488.4;1
"6703C";"Strasbourg Centre";"2022";"674822201";"Port du Rhin Centre Ouest";"C";"R";233.75;1
"6703C";"Strasbourg Centre";"2022";"674822202";"Port du Rhin Centre Est";"C";"R";"secret";"secret"
"6703C";"Strasbourg Centre";"2022";"674822203";"Port du Rhin Nord";"C";"R";803.04;1
"6703C";"Strasbourg Centre";"2022";"674822301";"Neudorf Est Sud";"C";"R";435.23;1
"6703C";"Strasbourg Centre";"2022";"674822302";"Neudorf Est Centre-Est";"C";"R";1638.53;2
"6703C";"Strasbourg Centre";"2022";"674822305";"Neudorf Est Nord";"C";"R";6770.492;33
"6703C";"Strasbourg Centre";"2022";"674822402";"Neudorf Sud Sud-Est";"C";"R";220.23;1
"6703C";"Strasbourg Centre";"2022";"674822501";"Plaine des Bouchers Ouest";"C";"R";938.26;5
"6703C";"Strasbourg Centre";"2022";"674822503";"Plaine des Bouchers Centre";"C";"R";"secret";"secret"
"6703C";"Strasbourg Centre";"2022";"674822901";"Neuhof Nord";"C";"R";"secret";"secret"
"6709C";"LE RIED";"2022";"670430102";"Est";"C";"nd";"nd";"nd"
"6709C";"LE RIED";"2022";"672040103";"Est";"C";"nd";"nd";"nd"
"6709C";"LE RIED";"2022";"672040104";"Sud-Est";"C";"nd";"nd";"nd"
"6709C";"LE RIED";"2022";"672040105";"Nord";"C";"nd";"nd";"nd"
"6709C";"LE RIED";"2022";"674470101";"Nord-Nord-Est";"C";"nd";"nd";"nd"
"6713C";"R?seau des Tanneries - Bohrie - Wihrel";"2022";"672670101";"Nord-Est";"C";"R";290.04;1
"6713C";"R?seau des Tanneries - Bohrie - Wihrel";"2022";"672670201";"Est";"C";"R";7061.85;60
"6713C";"R?seau des Tanneries - Bohrie - Wihrel";"2022";"672670201";"Est";"C";"T";1038.62;3
"6713C";"R?seau des Tanneries - Bohrie - Wihrel";"2022";"672670202";"Centre Est";"C";"R";1238.85;4
"6713C";"R?seau des Tanneries - Bohrie - Wihrel";"2022";"672670202";"Centre Est";"C";"T";1600.08;4
"6713C";"R?seau des Tanneries - Bohrie - Wihrel";"2022";"672670302";"Sud-Ouest";"C";"R";"secret";"secret"
"6713C";"R?seau des Tanneries - Bohrie - Wihrel";"2022";"673650103";"Nord";"C";"R";7370.917;32
"6713C";"R?seau des Tanneries - Bohrie - Wihrel";"2022";"673650104";"Centre";"C";"R";4180.355;16
"6723C";"ECOGI";"2022";"674040000";"Rittershoffen (commune non irisée)";"C";"nd";"nd";"nd"
"6725C";"R?seau de Chaleur ECO2WACKEN";"2022";"674470103";"Sud-Est";"C";"X";413.57;1
"6725C";"R?seau de Chaleur ECO2WACKEN";"2022";"674820501";"Kable Nord";"C";"X";8196.443;5
"6725C";"R?seau de Chaleur ECO2WACKEN";"2022";"674820502";"Kable Sud-Est";"C";"X";4141.1;4
"6725C";"R?seau de Chaleur ECO2WACKEN";"2022";"674820503";"Kable Sud-Ouest";"C";"X";394.232;2
"6725C";"R?seau de Chaleur ECO2WACKEN";"2022";"674820603";"Contades Nord";"C";"X";18056.944;24
"6726C";"Quartier Du Lac";"2022";"672670101";"Nord-Est";"C";"nd";"nd";"nd"
"6727C";"R?seau de Chaleur Quartier des Hirondelles";"2022";"671310000";"Eschau (commune non irisée)";"C";"R";565.225;20
"6728C";"R?seau de Chaleur Quartier Solaire Schiltigheim";"2022";"674470301";"Centre-Centre Nord";"C";"X";1879.392;27
"6733C";"R?seau de Chaleur SPL";"2022";"674822202";"Port du Rhin Centre Est";"C";"T";1906.998;8
"6733C";"R?seau de Chaleur SPL";"2022";"674822203";"Port du Rhin Nord";"C";"T";382.5;3
"6735C";"ALSACEHABITAT-STRASBOURG-MEINAU";"2022";"674822601";"Canardière 1";"C";"X";9928.0992;27
"6738C";"R?seau de chaleur Port Autonome de Strasbourg";"2022";"674822204";"Port du Rhin Centre";"C";"T";7241.69;1
"6739C";"Les Prairies du Canal";"2022";"672180201";"Est";"C";"R";3010.7;13
"6741C";"R?seau de chaleur ZAC des Vergers";"2022";"673890000";"Reichstett (commune non irisée)";"C";"R";403.884;4
"6801C";"R?seau de Colmar";"2022";"680660101";"Centre Nord-Ouest";"C";"R";4604.64;16
"6801C";"R?seau de Colmar";"2022";"680660101";"Centre Nord-Ouest";"C";"T";6278.66;31
"6801C";"R?seau de Colmar";"2022";"680660102";"Centre Nord-Est";"C";"T";"secret";"secret"
"6801C";"R?seau de Colmar";"2022";"680660103";"Centre Sud-Est";"C";"R";2073.37;17
"6801C";"R?seau de Colmar";"2022";"680660103";"Centre Sud-Est";"C";"T";2738.57;13
"6801C";"R?seau de Colmar";"2022";"680660104";"Centre Centre";"C";"R";385.61;6
"6801C";"R?seau de Colmar";"2022";"680660104";"Centre Centre";"C";"T";362.19;1
"6801C";"R?seau de Colmar";"2022";"680660105";"Centre Sud-Ouest";"C";"R";5857.03;19
"6801C";"R?seau de Colmar";"2022";"680660105";"Centre Sud-Ouest";"C";"T";3788.88;19
"6801C";"R?seau de Colmar";"2022";"680660201";"Sud-Ouest";"C";"R";627.64;8
"6801C";"R?seau de Colmar";"2022";"680660201";"Sud-Ouest";"C";"T";3583.46;5
"6801C";"R?seau de Colmar";"2022";"680660202";"Sud-Est";"C";"R";1629.38;9
"6801C";"R?seau de Colmar";"2022";"680660202";"Sud-Est";"C";"T";1451.03;5
"6801C";"R?seau de Colmar";"2022";"680660401";"Saint-Antoine Ladhof Sud";"C";"T";1324.33;3
"6801C";"R?seau de Colmar";"2022";"680660501";"Saint-Léon Est";"C";"R";3399.34;10
"6801C";"R?seau de Colmar";"2022";"680660501";"Saint-Léon Est";"C";"T";1017.01;5
"6801C";"R?seau de Colmar";"2022";"680660502";"Saint-Léon Ouest";"C";"R";1454.5;5
"6801C";"R?seau de Colmar";"2022";"680660502";"Saint-Léon Ouest";"C";"T";5163.47;12
"6801C";"R?seau de Colmar";"2022";"680660503";"Saint-Léon Nord";"C";"R";4602.6;3
"6801C";"R?seau de Colmar";"2022";"680660503";"Saint-Léon Nord";"C";"T";1052.31;2
"6801C";"R?seau de Colmar";"2022";"680660601";"Saint-Joseph Mittelharth Sud Ouest";"C";"R";787.12;2
"6801C";"R?seau de Colmar";"2022";"680660601";"Saint-Joseph Mittelharth Sud Ouest";"C";"T";933.9;5
"6801C";"R?seau de Colmar";"2022";"680660602";"Saint-Joseph Mittelharth Sud Est";"C";"T";905.4;6
"6801C";"R?seau de Colmar";"2022";"680660603";"Saint-Joseph Mittelharth Centre";"C";"R";964.1;4
"6801C";"R?seau de Colmar";"2022";"680660603";"Saint-Joseph Mittelharth Centre";"C";"T";2981.4;4
"6801C";"R?seau de Colmar";"2022";"680660604";"Saint-Joseph Mittelharth Nord";"C";"R";6263.34;1
"6801C";"R?seau de Colmar";"2022";"680660604";"Saint-Joseph Mittelharth Nord";"C";"T";2071.44;2
"6801C";"R?seau de Colmar";"2022";"680660701";"Saint-Vincent de Paul Est";"C";"R";3957.86;5
"6801C";"R?seau de Colmar";"2022";"680660801";"Europe Sud-Est";"C";"R";4813.46;22
"6801C";"R?seau de Colmar";"2022";"680660801";"Europe Sud-Est";"C";"T";588.6;7
"6801C";"R?seau de Colmar";"2022";"680660802";"Europe Sud-Ouest";"C";"R";4875.73;16
"6801C";"R?seau de Colmar";"2022";"680660802";"Europe Sud-Ouest";"C";"T";1142.71;4
"6801C";"R?seau de Colmar";"2022";"680660803";"Europe Nord-Ouest";"C";"R";3380.45;9
"6801C";"R?seau de Colmar";"2022";"680660803";"Europe Nord-Ouest";"C";"T";1078.8;3
"6801C";"R?seau de Colmar";"2022";"680660804";"Europe Centre";"C";"I";8008;1
"6801C";"R?seau de Colmar";"2022";"680660804";"Europe Centre";"C";"R";6129.06;16
"6801C";"R?seau de Colmar";"2022";"680660804";"Europe Centre";"C";"T";4954.83;11
"6801C";"R?seau de Colmar";"2022";"680660805";"Europe Nord-Est";"C";"R";9785.06;29
"6801C";"R?seau de Colmar";"2022";"680660805";"Europe Nord-Est";"C";"T";2735.64;10
"6801C";"R?seau de Colmar";"2022";"680660901";"Sainte-Marie Est";"C";"T";349.89;2
"6801C";"R?seau de Colmar";"2022";"680660902";"Sainte-Marie Ouest";"C";"R";1350.21;4
"6801C";"R?seau de Colmar";"2022";"680660902";"Sainte-Marie Ouest";"C";"T";19111.31;2
"6804C";"R?seau de la ville de Saint Louis";"2022";"682970101";"Sud-Ouest";"C";"X";15364.484;42
"6804C";"R?seau de la ville de Saint Louis";"2022";"682970103";"Nord";"C";"X";2486.292;2
"6804C";"R?seau de la ville de Saint Louis";"2022";"682970104";"Centre Sud-Est 1";"C";"X";7311.427;37
"6804C";"R?seau de la ville de Saint Louis";"2022";"682970105";"Centre Sud-Est 2";"C";"X";12653.981;40
"6804C";"R?seau de la ville de Saint Louis";"2022";"682970106";"Centre Sud-Ouest";"C";"X";3150.415;12
"6804C";"R?seau de la ville de Saint Louis";"2022";"682970108";"Centre Est";"C";"X";3294.046;16
"6806C";"R?SEAU DE CERNAY";"2022";"680630101";"Centre Nord";"C";"nd";"nd";"nd"
"6806C";"R?SEAU DE CERNAY";"2022";"680630102";"Centre";"C";"nd";"nd";"nd"
"6806C";"R?SEAU DE CERNAY";"2022";"680630103";"Nord-Est";"C";"nd";"nd";"nd"
"6806C";"R?SEAU DE CERNAY";"2022";"680630104";"Sud-Est";"C";"nd";"nd";"nd"
"6806C";"R?SEAU DE CERNAY";"2022";"680630105";"Sud-Ouest";"C";"nd";"nd";"nd"
"6806C";"R?SEAU DE CERNAY";"2022";"683420000";"Uffholtz (commune non irisée)";"C";"nd";"nd";"nd"
"6810C";"R?seau de chaleur Biomasse de l'A?rodrome";"2022";"681180000";"Habsheim (commune non irisée)";"C";"X";"secret";"secret"
"6810C";"R?seau de chaleur Biomasse de l'A?rodrome";"2022";"682780101";"Sud";"C";"X";1225.782;19
"6810C";"R?seau de chaleur Biomasse de l'A?rodrome";"2022";"682780102";"Nord-Est";"C";"X";5742.472;195
"6810C";"R?seau de chaleur Biomasse de l'A?rodrome";"2022";"682780103";"Centre";"C";"X";2781.861;38
"6813C";"Feldbach";"2022";"680870000";"Feldbach (commune non irisée)";"C";"X";"secret";"secret"
"6822C";"R?seau de chaleur de la Hardt";"2022";"681540104";"Sud-Est";"C";"nd";"nd";"nd"
"6822C";"R?seau de chaleur de la Hardt";"2022";"682240501";"Drouot Barbanègre Nord";"C";"nd";"nd";"nd"
"6822C";"R?seau de chaleur de la Hardt";"2022";"682710101";"Sud";"C";"nd";"nd";"nd"
"6822C";"R?seau de chaleur de la Hardt";"2022";"682710105";"Nord";"C";"nd";"nd";"nd"
"6822C";"R?seau de chaleur de la Hardt";"2022";"682780104";"Ouest";"C";"nd";"nd";"nd"
"6901C";"V?nissieux ?nergies";"2022";"691990201";"Centre Ville";"C";"R";"secret";"secret"
"6901C";"V?nissieux ?nergies";"2022";"691990301";"L'Arsenal Nord";"C";"R";420.290008544921;2
"6901C";"V?nissieux ?nergies";"2022";"691990302";"L'Arsenal Sud";"C";"R";564.799987792968;1
"6901C";"V?nissieux ?nergies";"2022";"691990303";"Grande Terre";"C";"T";"secret";"secret"
"6901C";"V?nissieux ?nergies";"2022";"692590102";"Gabriel Péri";"C";"R";2004.26000976562;3
"6901C";"V?nissieux ?nergies";"2022";"692590102";"Gabriel Péri";"C";"T";395.75;1
"6901C";"V?nissieux ?nergies";"2022";"692590103";"Centre-Nord";"C";"R";4374.81002807617;6
"6901C";"V?nissieux ?nergies";"2022";"692590103";"Centre-Nord";"C";"T";1008.64001464844;2
"6901C";"V?nissieux ?nergies";"2022";"692590104";"Centre Ville";"C";"R";10880.2500457764;32
"6901C";"V?nissieux ?nergies";"2022";"692590104";"Centre Ville";"C";"T";2411.19503784179;7
"6901C";"V?nissieux ?nergies";"2022";"692590202";"Pasteur";"C";"R";2200.94998168945;4
"6901C";"V?nissieux ?nergies";"2022";"692590203";"Charréard";"C";"R";2126.39999389648;4
"6901C";"V?nissieux ?nergies";"2022";"692590203";"Charréard";"C";"T";772.751004219054;4
"6901C";"V?nissieux ?nergies";"2022";"692590204";"Max Barel";"C";"R";5244.54998779297;2
"6901C";"V?nissieux ?nergies";"2022";"692590204";"Max Barel";"C";"T";643.519996643065;3
"6901C";"V?nissieux ?nergies";"2022";"692590301";"Jean Moulin";"C";"R";7957.43005371094;9
"6901C";"V?nissieux ?nergies";"2022";"692590301";"Jean Moulin";"C";"T";1473.97001647949;6
"6901C";"V?nissieux ?nergies";"2022";"692590302";"Henri Wallon";"C";"R";7853.10000610349;7
"6901C";"V?nissieux ?nergies";"2022";"692590302";"Henri Wallon";"C";"T";3327.78005981445;3
"6901C";"V?nissieux ?nergies";"2022";"692590303";"Charles Perrault";"C";"R";4730.69996643065;9
"6901C";"V?nissieux ?nergies";"2022";"692590303";"Charles Perrault";"C";"T";532.669982910156;1
"6901C";"V?nissieux ?nergies";"2022";"692590401";"Saint-Exupéry";"C";"R";2374.3000793457;5
"6901C";"V?nissieux ?nergies";"2022";"692590401";"Saint-Exupéry";"C";"T";393.260009765625;1
"6901C";"V?nissieux ?nergies";"2022";"692590402";"Anatole France";"C";"R";16735.1500854492;26
"6901C";"V?nissieux ?nergies";"2022";"692590402";"Anatole France";"C";"T";1591.42999267578;6
"6901C";"V?nissieux ?nergies";"2022";"692590403";"Armstrong";"C";"R";6589.86996650695;12
"6901C";"V?nissieux ?nergies";"2022";"692590403";"Armstrong";"C";"T";995.639991760252;4
"6901C";"V?nissieux ?nergies";"2022";"692590501";"Louis Pergaud";"C";"R";12859.8898925781;9
"6901C";"V?nissieux ?nergies";"2022";"692590501";"Louis Pergaud";"C";"T";940.29995727539;2
"6901C";"V?nissieux ?nergies";"2022";"692590502";"Léo Lagrange";"C";"R";8726.89012908935;13
"6901C";"V?nissieux ?nergies";"2022";"692590502";"Léo Lagrange";"C";"T";463.71000957489;4
"6901C";"V?nissieux ?nergies";"2022";"692590802";"Parilly";"C";"R";3289.68006134033;7
"6901C";"V?nissieux ?nergies";"2022";"692590802";"Parilly";"C";"T";2736.59997940063;5
"6901C";"V?nissieux ?nergies";"2022";"692590803";"Jules Guesde";"C";"R";3748;2
"6901C";"V?nissieux ?nergies";"2022";"692590803";"Jules Guesde";"C";"T";2854.30004882812;1
"6901C";"V?nissieux ?nergies";"2022";"692760102";"Géraniums-Champlantier-La Bégude";"C";"R";1770.39001464843;1
"6901C";"V?nissieux ?nergies";"2022";"692760102";"Géraniums-Champlantier-La Bégude";"C";"T";1556.69995117187;1
"6904C";"Quartier La Duch?re et Lyon 9e";"2022";"690400101";"Centre";"C";"R";"secret";"secret"
"6904C";"Quartier La Duch?re et Lyon 9e";"2022";"690400101";"Centre";"C";"T";"secret";"secret"
"6904C";"Quartier La Duch?re et Lyon 9e";"2022";"690400102";"Contour";"C";"R";1741.66003417969;2
"6904C";"Quartier La Duch?re et Lyon 9e";"2022";"690810101";"Les Sources";"C";"R";6832.69201278685;30
"6904C";"Quartier La Duch?re et Lyon 9e";"2022";"690810101";"Les Sources";"C";"T";"secret";"secret"
"6904C";"Quartier La Duch?re et Lyon 9e";"2022";"690810102";"Vianney";"C";"R";1551.40002441405;2
"6904C";"Quartier La Duch?re et Lyon 9e";"2022";"690810104";"Les Serres-Tronchon";"C";"R";1585.80001831054;6
"6904C";"Quartier La Duch?re et Lyon 9e";"2022";"690810201";"Pole Enseignement-Recherche";"C";"R";577.800003051756;2
"6904C";"Quartier La Duch?re et Lyon 9e";"2022";"690810201";"Pole Enseignement-Recherche";"C";"T";4080.69995117187;1
"6904C";"Quartier La Duch?re et Lyon 9e";"2022";"693890104";"Balmont Est";"C";"R";6655.49098205565;15
"6904C";"Quartier La Duch?re et Lyon 9e";"2022";"693890104";"Balmont Est";"C";"T";578.496002197265;3
"6904C";"Quartier La Duch?re et Lyon 9e";"2022";"693890604";"La Sauvegarde";"C";"R";5690.64201354979;12
"6904C";"Quartier La Duch?re et Lyon 9e";"2022";"693890604";"La Sauvegarde";"C";"T";638.919998168943;4
"6904C";"Quartier La Duch?re et Lyon 9e";"2022";"693890605";"Balmont le Fort";"C";"R";4729.24992370605;7
"6904C";"Quartier La Duch?re et Lyon 9e";"2022";"693890605";"Balmont le Fort";"C";"T";1830.07598876953;7
"6904C";"Quartier La Duch?re et Lyon 9e";"2022";"693890606";"Le Château";"C";"R";7629.22994995116;7
"6904C";"Quartier La Duch?re et Lyon 9e";"2022";"693890606";"Le Château";"C";"T";4451.61010742187;8
"6904C";"Quartier La Duch?re et Lyon 9e";"2022";"693890607";"Le Plateau";"C";"R";7351.11991882323;19
"6904C";"Quartier La Duch?re et Lyon 9e";"2022";"693890607";"Le Plateau";"C";"T";1052.29002380371;3
"6905C";"R?seau de Lyon";"2022";"690290101";"Les Genêts-Hôpitaux";"C";"R";1140.89404390067;1
"6905C";"R?seau de Lyon";"2022";"690290101";"Les Genêts-Hôpitaux";"C";"T";33286.2514781521;4
"6905C";"R?seau de Lyon";"2022";"690290102";"Gendarmerie-Garenne";"C";"R";"secret";"secret"
"6905C";"R?seau de Lyon";"2022";"690290102";"Gendarmerie-Garenne";"C";"T";345.320772484985;1
"6905C";"R?seau de Lyon";"2022";"690290202";"Les Sapins-Pessivas";"C";"R";2969.5678584137;2
"6905C";"R?seau de Lyon";"2022";"690290203";"Caravelle";"C";"R";4437.65810386782;1
"6905C";"R?seau de Lyon";"2022";"690290204";"Terraillon-Plein Sud";"C";"R";"secret";"secret"
"6905C";"R?seau de Lyon";"2022";"690290301";"Bron Sud";"C";"R";3583.89542051406;3
"6905C";"R?seau de Lyon";"2022";"690290301";"Bron Sud";"C";"T";1629.30353426617;2
"6905C";"R?seau de Lyon";"2022";"690290402";"Centre";"C";"T";"secret";"secret"
"6905C";"R?seau de Lyon";"2022";"690290501";"Parilly Nord";"C";"R";4303.15470906013;6
"6905C";"R?seau de Lyon";"2022";"690290501";"Parilly Nord";"C";"T";962.510108942955;4
"6905C";"R?seau de Lyon";"2022";"690290502";"Parilly Sud";"C";"R";8265.75826956462;4
"6905C";"R?seau de Lyon";"2022";"690290601";"Essarts Nord";"C";"R";610.511862956879;1
"6905C";"R?seau de Lyon";"2022";"690290602";"Essarts Sud";"C";"R";434.989702356776;2
"6905C";"R?seau de Lyon";"2022";"692560702";"Dumas-Genas";"C";"R";1649.33595476944;5
"6905C";"R?seau de Lyon";"2022";"692590601";"Moulin à Vent";"C";"R";688.733695398229;1
"6905C";"R?seau de Lyon";"2022";"692590701";"Georges Lévy";"C";"T";353.906095557816;1
"6905C";"R?seau de Lyon";"2022";"692590802";"Parilly";"C";"T";24456.7236601382;1
"6905C";"R?seau de Lyon";"2022";"692660102";"Charles Hernu";"C";"R";654.392403106905;2
"6905C";"R?seau de Lyon";"2022";"692660102";"Charles Hernu";"C";"T";606.696163813399;3
"6905C";"R?seau de Lyon";"2022";"692660103";"Charpenne-Wilson";"C";"T";"secret";"secret"
"6905C";"R?seau de Lyon";"2022";"692660201";"Doua";"C";"R";1263.95034127791;2
"6905C";"R?seau de Lyon";"2022";"692660201";"Doua";"C";"T";31941.2175300752;93
"6905C";"R?seau de Lyon";"2022";"692660202";"11 Novembre";"C";"R";1224.83942505724;3
"6905C";"R?seau de Lyon";"2022";"692660301";"Tonkin Sud";"C";"R";620.051110815581;1
"6905C";"R?seau de Lyon";"2022";"692660301";"Tonkin Sud";"C";"T";2482.11229283406;3
"6905C";"R?seau de Lyon";"2022";"692660302";"Espace-Central";"C";"R";3960.69571093275;4
"6905C";"R?seau de Lyon";"2022";"692660302";"Espace-Central";"C";"T";2092.91098019905;5
"6905C";"R?seau de Lyon";"2022";"692660401";"Stalingrad";"C";"T";979.680755088617;2
"6905C";"R?seau de Lyon";"2022";"692660402";"Tonkin Ouest";"C";"I";"secret";"secret"
"6905C";"R?seau de Lyon";"2022";"692660402";"Tonkin Ouest";"C";"R";4533.05058245483;7
"6905C";"R?seau de Lyon";"2022";"692660402";"Tonkin Ouest";"C";"T";306.20985626431;2
"6905C";"R?seau de Lyon";"2022";"692660403";"Tonkin Nord";"C";"R";2374.31879203074;3
"6905C";"R?seau de Lyon";"2022";"692660403";"Tonkin Nord";"C";"T";328.150126339323;1
"6905C";"R?seau de Lyon";"2022";"692660501";"Croix Luizet Ouest";"C";"R";2348.56282281225;8
"6905C";"R?seau de Lyon";"2022";"692660501";"Croix Luizet Ouest";"C";"T";1707.52536670752;3
"6905C";"R?seau de Lyon";"2022";"692660601";"Einstein-Salengro";"C";"T";307.16378105018;1
"6905C";"R?seau de Lyon";"2022";"692660701";"Buers Est";"C";"R";434.989702356776;1
"6905C";"R?seau de Lyon";"2022";"692660702";"Buers Nord";"C";"R";3089.76238143333;9
"6905C";"R?seau de Lyon";"2022";"692660902";"Les Poulettes";"C";"R";227.98802382296;1
"6905C";"R?seau de Lyon";"2022";"692660902";"Les Poulettes";"C";"T";376.800290418699;1
"6905C";"R?seau de Lyon";"2022";"692661001";"Zola-Pressensé Ouest";"C";"R";1522.46395824872;5
"6905C";"R?seau de Lyon";"2022";"692661001";"Zola-Pressensé Ouest";"C";"T";1544.40422832373;4
"6905C";"R?seau de Lyon";"2022";"692661002";"Zola-Pressensé Est";"C";"R";2380.99626553183;3
"6905C";"R?seau de Lyon";"2022";"692661002";"Zola-Pressensé Est";"C";"T";305.25593147844;1
"6905C";"R?seau de Lyon";"2022";"692661101";"Gratte-Ciel";"C";"R";3768.00290418699;8
"6905C";"R?seau de Lyon";"2022";"692661101";"Gratte-Ciel";"C";"T";1005.43672430711;4
"6905C";"R?seau de Lyon";"2022";"692661201";"République";"C";"R";5360.10337180423;4
"6905C";"R?seau de Lyon";"2022";"692661202";"Albert Thomas";"C";"R";732.614235548255;1
"6905C";"R?seau de Lyon";"2022";"692661202";"Albert Thomas";"C";"T";1139.9401191148;3
"6905C";"R?seau de Lyon";"2022";"692661203";"Gratte-Ciel Ouest";"C";"R";1173.32748662025;2
"6905C";"R?seau de Lyon";"2022";"692661203";"Gratte-Ciel Ouest";"C";"T";354.860020343686;1
"6905C";"R?seau de Lyon";"2022";"692661204";"Gratte-Ciel Est";"C";"R";7653.338557036;11
"6905C";"R?seau de Lyon";"2022";"692661204";"Gratte-Ciel Est";"C";"T";2084.32565712622;7
"6905C";"R?seau de Lyon";"2022";"692661205";"Tolstoï Nord";"C";"R";1958.40758539136;7
"6905C";"R?seau de Lyon";"2022";"692661205";"Tolstoï Nord";"C";"T";1267.76604042139;5
"6905C";"R?seau de Lyon";"2022";"692661301";"Tolstoï Sud";"C";"R";2192.11915792954;4
"6905C";"R?seau de Lyon";"2022";"692661301";"Tolstoï Sud";"C";"T";576.170570665555;3
"6905C";"R?seau de Lyon";"2022";"692661302";"Ferrandière";"C";"T";"secret";"secret"
"6905C";"R?seau de Lyon";"2022";"692661401";"Droits de l'Homme";"C";"R";3757.50973154242;3
"6905C";"R?seau de Lyon";"2022";"692661401";"Droits de l'Homme";"C";"T";863.301931212462;2
"6905C";"R?seau de Lyon";"2022";"692661402";"Damidot";"C";"R";3068.77603614419;4
"6905C";"R?seau de Lyon";"2022";"692661402";"Damidot";"C";"T";301.440232334959;1
"6905C";"R?seau de Lyon";"2022";"692661403";"Perralière";"C";"R";1818.18064186846;1
"6905C";"R?seau de Lyon";"2022";"692661404";"Pierre Cacard";"C";"R";1562.52879925526;2
"6905C";"R?seau de Lyon";"2022";"692900701";"Porte des Alpes";"C";"T";541.82927837423;2
"6905C";"R?seau de Lyon";"2022";"693820201";"Hôtel-Dieu";"C";"T";722.121062903684;1
"6905C";"R?seau de Lyon";"2022";"693820203";"Grande Poste";"C";"T";2544.11740391562;1
"6905C";"R?seau de Lyon";"2022";"693820501";"Montrochet-Marché-Gare";"C";"R";4852.61538572132;7
"6905C";"R?seau de Lyon";"2022";"693820501";"Montrochet-Marché-Gare";"C";"T";1774.30010171843;7
"6905C";"R?seau de Lyon";"2022";"693820502";"Rambaud-Seguin";"C";"R";3328.24357790086;8
"6905C";"R?seau de Lyon";"2022";"693820503";"Verdun-Suchet";"C";"R";616.2354116721;1
"6905C";"R?seau de Lyon";"2022";"693820503";"Verdun-Suchet";"C";"T";955.832635441864;2
"6905C";"R?seau de Lyon";"2022";"693820504";"Sainte-Blandine-Casimir Perier";"C";"R";3134.59684636923;6
