"index";"Nom de l'opérateur";"Millésime des données";"Code de l'IRIS - Code de la zone";"Code de l'IRIS - Libellé de la zone";"Énergie concernée";"Code du grand secteur";"Consommation (en MWh)";"Nombre de points de livraison"
"ID";"OPERATEUR";"ANNEE";"IRIS_CODE";"IRIS_LIBELLE";"FILIERE";"CODE_GRAND_SECTEUR";"CONSO";"PDL"
"9211C";"Réseau de chaleur de Levallois";"2020";"920440123";"Île de la Jatte-Square Baudin";"C";"T";9656;11
"9211C";"Réseau de chaleur de Levallois";"2020";"920440123";"Île de la Jatte-Square Baudin";"C";"X";1268;7
"9211C";"Réseau de chaleur de Levallois";"2020";"920440124";"Villiers-Cerdan";"C";"R";8182;8
"9211C";"Réseau de chaleur de Levallois";"2020";"920440124";"Villiers-Cerdan";"C";"T";2721;5
"9211C";"Réseau de chaleur de Levallois";"2020";"920440124";"Villiers-Cerdan";"C";"X";5842;12
"9211C";"Réseau de chaleur de Levallois";"2020";"920440125";"Georges Pompidou";"C";"R";5664;7
"9211C";"Réseau de chaleur de Levallois";"2020";"920440125";"Georges Pompidou";"C";"T";6392;6
"9211C";"Réseau de chaleur de Levallois";"2020";"920440125";"Georges Pompidou";"C";"X";5375;15
"9211C";"Réseau de chaleur de Levallois";"2020";"920440126";"Square Girault";"C";"R";2134;6
"9211C";"Réseau de chaleur de Levallois";"2020";"920440126";"Square Girault";"C";"T";284;1
"9211C";"Réseau de chaleur de Levallois";"2020";"920440126";"Square Girault";"C";"X";653;4
"9219C";"Réseau chaud Seguin Rives de Seine";"2020";"920120203";"Mail Maréchal Juin 1";"C";"X";330;1
"9219C";"Réseau chaud Seguin Rives de Seine";"2020";"920120207";"Mail Maréchal Juin 4";"C";"X";304;1
"9219C";"Réseau chaud Seguin Rives de Seine";"2020";"920120208";"Mail Maréchal Juin 5";"C";"X";306;1
"9219C";"Réseau chaud Seguin Rives de Seine";"2020";"920120301";"Trapèze 3";"C";"X";1354;5
"9219C";"Réseau chaud Seguin Rives de Seine";"2020";"920120303";"Trapèze 4";"C";"X";50778;52
"9219C";"Réseau chaud Seguin Rives de Seine";"2020";"920120305";"Pont de Sèvres 2";"C";"X";2533;5
"9219C";"Réseau chaud Seguin Rives de Seine";"2020";"920120506";"Trapèze 1";"C";"X";486;1
"9219F";"Réseau de froid de la ZAC Ile Seguin Rives de Seine";"2020";"920120205";"Mail Maréchal Juin 3";"F";"X";1799;1
"9219F";"Réseau de froid de la ZAC Ile Seguin Rives de Seine";"2020";"920120303";"Trapèze 4";"F";"X";10240;18
"9222C";"Réseau de Suresnes";"2020";"920500103";"Haut Plateau";"C";"R";1020;2
"9222C";"Réseau de Suresnes";"2020";"920500103";"Haut Plateau";"C";"T";224;1
"9222C";"Réseau de Suresnes";"2020";"920620205";"Bergère Sud";"C";"R";1020;2
"9222C";"Réseau de Suresnes";"2020";"920620205";"Bergère Sud";"C";"T";224;1
"9222C";"Réseau de Suresnes";"2020";"920620301";"Wallace 3";"C";"R";1020;2
"9222C";"Réseau de Suresnes";"2020";"920620301";"Wallace 3";"C";"T";224;1
"9222C";"Réseau de Suresnes";"2020";"920730101";"Bas de Suresnes 1";"C";"R";14286;22
"9222C";"Réseau de Suresnes";"2020";"920730101";"Bas de Suresnes 1";"C";"T";3136;5
"9222C";"Réseau de Suresnes";"2020";"920730102";"Carnot Gambetta 1";"C";"R";2040;3
"9222C";"Réseau de Suresnes";"2020";"920730102";"Carnot Gambetta 1";"C";"T";448;1
"9222C";"Réseau de Suresnes";"2020";"920730106";"Plateau Nord 2";"C";"R";2040;3
"9222C";"Réseau de Suresnes";"2020";"920730106";"Plateau Nord 2";"C";"T";448;1
"9222C";"Réseau de Suresnes";"2020";"920730108";"Bas de Suresnes 2";"C";"R";10206;16
"9222C";"Réseau de Suresnes";"2020";"920730108";"Bas de Suresnes 2";"C";"T";2240;4
"9222C";"Réseau de Suresnes";"2020";"920730114";"République 1";"C";"R";6125;10
"9222C";"Réseau de Suresnes";"2020";"920730114";"République 1";"C";"T";1345;2
"9222C";"Réseau de Suresnes";"2020";"920730115";"Carnot Gambetta 3";"C";"R";2040;3
"9222C";"Réseau de Suresnes";"2020";"920730115";"Carnot Gambetta 3";"C";"T";448;1
"9222C";"Réseau de Suresnes";"2020";"920730116";"Carnot Gambetta 4";"C";"R";3060;5
"9222C";"Réseau de Suresnes";"2020";"920730116";"Carnot Gambetta 4";"C";"T";672;1
"9225C";"LA DEFENSE";"2020";"920260501";"Regnault";"C";"X";12133.01;11
"9225C";"LA DEFENSE";"2020";"920260502";"Ségoffin";"C";"X";7775.67;11
"9225C";"LA DEFENSE";"2020";"920260503";"Essling";"C";"X";9795.87;13
"9225C";"LA DEFENSE";"2020";"920260505";"Diderot";"C";"X";24879.61;38
"9225C";"LA DEFENSE";"2020";"920500501";"Arlequin";"C";"X";2510.92;4
"9225C";"LA DEFENSE";"2020";"920500510";"Central Park";"C";"X";20320.23;26
"9225C";"LA DEFENSE";"2020";"920500511";"Ravel Liberté Vallona";"C";"X";33344.5;48
"9225C";"LA DEFENSE";"2020";"920500605";"Les Groues-Préfecture";"C";"X";7916.91;3
"9225C";"LA DEFENSE";"2020";"920620101";"Défense Nord";"C";"X";45018.83;53
"9225C";"LA DEFENSE";"2020";"920620102";"Défense Sud";"C";"X";24798.56;23
"9225C";"LA DEFENSE";"2020";"920620103";"Seine 1";"C";"X";4822.83;5
"9225C";"LA DEFENSE";"2020";"920620201";"Wilson 1";"C";"X";5220.27;9
"9225C";"LA DEFENSE";"2020";"920620202";"Bergère Nord";"C";"X";17068.71;10
"9225C";"LA DEFENSE";"2020";"920620203";"Bergère Centre";"C";"X";1480.11;3
"9225C";"LA DEFENSE";"2020";"920620204";"Wilson 2";"C";"X";1340.74;3
"9225C";"LA DEFENSE";"2020";"920620205";"Bergère Sud";"C";"X";2076.87;2
"9225C";"LA DEFENSE";"2020";"920620303";"Mairie";"C";"X";"secret";"secret"
"9225C";"LA DEFENSE";"2020";"920620401";"République 1";"C";"X";3536.08;6
"9225F";"LA DEFENSE";"2020";"920260501";"Regnault";"F";"T";2743.07;6
"9225F";"LA DEFENSE";"2020";"920260502";"Ségoffin";"F";"T";1933.62;5
"9225F";"LA DEFENSE";"2020";"920260503";"Essling";"F";"T";523.07;1
"9225F";"LA DEFENSE";"2020";"920260505";"Diderot";"F";"T";8419.56;11
"9225F";"LA DEFENSE";"2020";"920260505";"Diderot";"F";"X";614.41;2
"9225F";"LA DEFENSE";"2020";"920500510";"Central Park";"F";"T";3404.16;13
"9225F";"LA DEFENSE";"2020";"920500510";"Central Park";"F";"X";"secret";"secret"
"9225F";"LA DEFENSE";"2020";"920500511";"Ravel Liberté Vallona";"F";"T";10569.32;30
"9225F";"LA DEFENSE";"2020";"920500511";"Ravel Liberté Vallona";"F";"X";2110.85;3
"9225F";"LA DEFENSE";"2020";"920500605";"Les Groues-Préfecture";"F";"T";2099.8;2
"9225F";"LA DEFENSE";"2020";"920500605";"Les Groues-Préfecture";"F";"X";329.3;1
"9225F";"LA DEFENSE";"2020";"920620101";"Défense Nord";"F";"T";28547.53;38
"9225F";"LA DEFENSE";"2020";"920620101";"Défense Nord";"F";"X";2478.65;5
"9225F";"LA DEFENSE";"2020";"920620102";"Défense Sud";"F";"T";10010.74;8
"9225F";"LA DEFENSE";"2020";"920620201";"Wilson 1";"F";"T";613.2;3
"9225F";"LA DEFENSE";"2020";"920620202";"Bergère Nord";"F";"T";1727.6;1
"9225F";"LA DEFENSE";"2020";"920620401";"République 1";"F";"T";1418.1;2
"9230C";"Réseau Ciceo";"2020";"920620102";"Défense Sud";"C";"R";1938;2
"9230C";"Réseau Ciceo";"2020";"920620102";"Défense Sud";"C";"T";1347;1
"9230C";"Réseau Ciceo";"2020";"920620103";"Seine 1";"C";"R";3231;3
"9230C";"Réseau Ciceo";"2020";"920620103";"Seine 1";"C";"T";2246;2
"9230C";"Réseau Ciceo";"2020";"920620303";"Mairie";"C";"R";3231;3
"9230C";"Réseau Ciceo";"2020";"920620303";"Mairie";"C";"T";2246;2
"9230C";"Réseau Ciceo";"2020";"920620306";"Agora";"C";"R";647;1
"9230C";"Réseau Ciceo";"2020";"920620306";"Agora";"C";"T";449;1
"9230C";"Réseau Ciceo";"2020";"920620401";"République 1";"C";"R";4523;5
"9230C";"Réseau Ciceo";"2020";"920620401";"République 1";"C";"T";3143;3
"9230C";"Réseau Ciceo";"2020";"920620402";"République 2";"C";"R";1938;2
"9230C";"Réseau Ciceo";"2020";"920620402";"République 2";"C";"T";1347;1
"9230C";"Réseau Ciceo";"2020";"920620403";"Jaurès";"C";"R";5169;5
"9230C";"Réseau Ciceo";"2020";"920620403";"Jaurès";"C";"T";3592;4
"9230C";"Réseau Ciceo";"2020";"920620404";"France";"C";"R";1938;2
"9230C";"Réseau Ciceo";"2020";"920620404";"France";"C";"T";1347;1
"9232C";"Réseau Quartier Hoche";"2020";"920500802";"Komarov";"C";"R";6957;13
"9235C";"Réseau de Clichy";"2020";"920240101";"Vendôme";"C";"R";1086;3
"9235C";"Réseau de Clichy";"2020";"920240102";"Pasteur-Gesnouin";"C";"R";710.6;3
"9235C";"Réseau de Clichy";"2020";"920240102";"Pasteur-Gesnouin";"C";"T";1044;3
"9235C";"Réseau de Clichy";"2020";"920240103";"Centre Ville";"C";"R";307;1
"9235C";"Réseau de Clichy";"2020";"920240103";"Centre Ville";"C";"T";2100.4;6
"9235C";"Réseau de Clichy";"2020";"920240104";"SNCF";"C";"R";1418;6
"9235C";"Réseau de Clichy";"2020";"920240104";"SNCF";"C";"T";952;4
"9235C";"Réseau de Clichy";"2020";"920240201";"Teinturiers";"C";"R";9869;12
"9235C";"Réseau de Clichy";"2020";"920240201";"Teinturiers";"C";"T";3232.667;9
"9235C";"Réseau de Clichy";"2020";"920240202";"Bac d'Asnières-Bérégovoy";"C";"R";478;3
"9235C";"Réseau de Clichy";"2020";"920240202";"Bac d'Asnières-Bérégovoy";"C";"T";3327;5
"9235C";"Réseau de Clichy";"2020";"920240203";"Rue du Port";"C";"R";1269;3
"9235C";"Réseau de Clichy";"2020";"920240301";"Quartier Nord";"C";"R";3425;3
"9235C";"Réseau de Clichy";"2020";"920240302";"Gabriel Péri";"C";"R";2563.5;3
"9235C";"Réseau de Clichy";"2020";"920240302";"Gabriel Péri";"C";"T";1771.9;5
"9235C";"Réseau de Clichy";"2020";"920240303";"Bateliers";"C";"R";3373.3;4
"9235C";"Réseau de Clichy";"2020";"920240304";"Berges de Seine-Beaujon";"C";"R";10004.9;15
"9235C";"Réseau de Clichy";"2020";"920240304";"Berges de Seine-Beaujon";"C";"T";23718.7627;12
"9235C";"Réseau de Clichy";"2020";"920240401";"Mozart";"C";"R";6325.81;9
"9235C";"Réseau de Clichy";"2020";"920240401";"Mozart";"C";"T";2935.675;6
"9235C";"Réseau de Clichy";"2020";"920240402";"Maison du Peuple";"C";"R";1229.495;6
"9235C";"Réseau de Clichy";"2020";"920240402";"Maison du Peuple";"C";"T";967.973;6
"9235C";"Réseau de Clichy";"2020";"920240403";"Klock";"C";"R";751;3
"9235C";"Réseau de Clichy";"2020";"920240403";"Klock";"C";"T";275;2
"9235C";"Réseau de Clichy";"2020";"920240404";"Sanzillon";"C";"R";4286;7
"9235C";"Réseau de Clichy";"2020";"920240404";"Sanzillon";"C";"T";460;3
"9235C";"Réseau de Clichy";"2020";"920240405";"Morel";"C";"R";3184.5;7
"9235C";"Réseau de Clichy";"2020";"920240405";"Morel";"C";"T";8964.25;4
"9235C";"Réseau de Clichy";"2020";"920240501";"Entrée de Ville";"C";"R";724;1
"9235C";"Réseau de Clichy";"2020";"920240501";"Entrée de Ville";"C";"T";1336;1
"9235C";"Réseau de Clichy";"2020";"920240502";"Calmette";"C";"R";4928.21537520777;9
"9235C";"Réseau de Clichy";"2020";"920240502";"Calmette";"C";"T";1546;7
"9235C";"Réseau de Clichy";"2020";"920240503";"Chance-Milly";"C";"R";1758;2
"9235C";"Réseau de Clichy";"2020";"920240503";"Chance-Milly";"C";"T";"secret";"secret"
"9235C";"Réseau de Clichy";"2020";"920240504";"Cité Nouvelle";"C";"R";4217;6
"9235C";"Réseau de Clichy";"2020";"920240504";"Cité Nouvelle";"C";"T";1034;2
"9235C";"Réseau de Clichy";"2020";"920240601";"Palloy-Paymal";"C";"R";7106.7;11
"9235C";"Réseau de Clichy";"2020";"920240601";"Palloy-Paymal";"C";"T";5848.8;17
"9235C";"Réseau de Clichy";"2020";"920240602";"Gambetta";"C";"R";896;5
"9235C";"Réseau de Clichy";"2020";"920240602";"Gambetta";"C";"T";1609.6;4
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920070101";"Quartier 1";"C";"R";3096;3
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920070101";"Quartier 1";"C";"T";680;1
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920070102";"Quartier 2";"C";"R";4644;5
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920070102";"Quartier 2";"C";"T";1019;1
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920070103";"Quartier 3";"C";"R";1548;2
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920070103";"Quartier 3";"C";"T";340;1
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920070104";"Quartier 4";"C";"R";3096;3
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920070104";"Quartier 4";"C";"T";680;1
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920070105";"Quartier 5";"C";"R";3096;3
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920070105";"Quartier 5";"C";"T";680;1
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920070106";"Quartier 6";"C";"R";3096;3
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920070106";"Quartier 6";"C";"T";680;1
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920070107";"Quartier 7";"C";"R";7745;8
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920070107";"Quartier 7";"C";"T";1700;2
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920070108";"Quartier 8";"C";"R";1548;2
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920070108";"Quartier 8";"C";"T";340;1
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920070110";"Quartier 10";"C";"R";1548;2
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920070110";"Quartier 10";"C";"T";340;1
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920070111";"Quartier 11";"C";"R";1548;2
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920070111";"Quartier 11";"C";"T";340;1
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920070113";"Quartier 13";"C";"R";4644;5
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920070113";"Quartier 13";"C";"T";1019;1
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920070115";"Quartier 15";"C";"R";3096;3
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920070115";"Quartier 15";"C";"T";680;1
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920070116";"Quartier 16";"C";"R";4644;5
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920070116";"Quartier 16";"C";"T";1019;1
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920070117";"Quartier 17";"C";"R";3096;3
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920070117";"Quartier 17";"C";"T";680;1
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920140101";"Les Bas Coquarts";"C";"R";1548;2
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920140101";"Les Bas Coquarts";"C";"T";340;1
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920200102";"Gatinot";"C";"R";1548;2
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920200102";"Gatinot";"C";"T";340;1
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920320102";"Buffets-Fauvettes";"C";"R";4644;5
"9236C";"Réseau de Bagneux-Chatillon";"2020";"920320102";"Buffets-Fauvettes";"C";"T";1019;1
"9236C";"Réseau de Bagneux-Chatillon";"2020";"940030107";"Jules Ferry 2";"C";"R";4644;5
"9236C";"Réseau de Bagneux-Chatillon";"2020";"940030107";"Jules Ferry 2";"C";"T";1019;1
"9301C";"Saint Denis chaud";"2020";"930270113";"6 Routes";"C";"X";2292;5
"9301C";"Saint Denis chaud";"2020";"930590109";"Sud 2";"C";"X";3356;5
"9301C";"Saint Denis chaud";"2020";"930660101";"Semard Delaune Guynemer 01";"C";"X";6984;10
"9301C";"Saint Denis chaud";"2020";"930660102";"Semard Delaune Guynemer 02";"C";"X";11308;16
"9301C";"Saint Denis chaud";"2020";"930660201";"Peri Langevin Stalingrad Politzer 01";"C";"X";18150;24
"9301C";"Saint Denis chaud";"2020";"930660202";"Peri Langevin Stalingrad Politzer 02";"C";"X";10245;12
"9301C";"Saint Denis chaud";"2020";"930660301";"Allende 01";"C";"X";7459;5
"9301C";"Saint Denis chaud";"2020";"930660302";"Allende 02";"C";"X";12897;11
"9301C";"Saint Denis chaud";"2020";"930660401";"Courtille Saussaie Floréal 01";"C";"X";5751;8
"9301C";"Saint Denis chaud";"2020";"930660402";"Courtille Saussaie Floréal 02";"C";"X";4424;6
"9301C";"Saint Denis chaud";"2020";"930660403";"Courtille Saussaie Floréal 03";"C";"X";1212;1
"9301C";"Saint Denis chaud";"2020";"930660501";"Mutuelle Champ de Courses 01";"C";"X";27857;13
"9301C";"Saint Denis chaud";"2020";"930660502";"Mutuelle Champ de Courses 02";"C";"X";2018;2
"9301C";"Saint Denis chaud";"2020";"930660503";"Mutuelle Champ de Courses 03";"C";"X";6580;8
"9301C";"Saint Denis chaud";"2020";"930660601";"Joliot-Curie-Cosmonautes 01";"C";"X";3739;6
"9301C";"Saint Denis chaud";"2020";"930660602";"Joliot-Curie-Cosmonautes 02";"C";"X";6777;9
"9301C";"Saint Denis chaud";"2020";"930660701";"Franc-Moisin Bel-Air 01";"C";"X";7562;5
"9301C";"Saint Denis chaud";"2020";"930660702";"Franc-Moisin Bel-Air 02";"C";"X";6329;8
"9301C";"Saint Denis chaud";"2020";"930660703";"Franc-Moisin Bel-Air 03";"C";"X";2596;2
"9301C";"Saint Denis chaud";"2020";"930660704";"Franc-Moisin Bel-Air 04";"C";"X";4218;9
"9301C";"Saint Denis chaud";"2020";"930660705";"Franc-Moisin Bel-Air 05";"C";"X";8048;5
"9301C";"Saint Denis chaud";"2020";"930660801";"Centre Ville Basilique 01";"C";"X";13963;13
"9301C";"Saint Denis chaud";"2020";"930660802";"Centre Ville Basilique 02";"C";"X";9618;14
"9301C";"Saint Denis chaud";"2020";"930660901";"République Gare Porte de Paris 01";"C";"X";3464;7
"9301C";"Saint Denis chaud";"2020";"930660902";"République Gare Porte de Paris 02";"C";"X";589;6
"9301C";"Saint Denis chaud";"2020";"930660903";"République Gare Porte de Paris 03";"C";"X";1758;4
"9301C";"Saint Denis chaud";"2020";"930660904";"République Gare Porte de Paris 04";"C";"X";789;2
"9301C";"Saint Denis chaud";"2020";"930660905";"République Gare Porte de Paris 05";"C";"X";2006;5
"9301C";"Saint Denis chaud";"2020";"930660906";"République Gare Porte de Paris 06";"C";"X";2893;5
"9301C";"Saint Denis chaud";"2020";"930660907";"République Gare Porte de Paris 07";"C";"X";1461;4
"9301C";"Saint Denis chaud";"2020";"930660908";"République Gare Porte de Paris 08";"C";"X";5566;10
"9301C";"Saint Denis chaud";"2020";"930661001";"Delaunay Belleville 01";"C";"X";6815;11
"9301C";"Saint Denis chaud";"2020";"930661002";"Delaunay Belleville 02";"C";"X";18092;12
"9301C";"Saint Denis chaud";"2020";"930661003";"Delaunay Belleville 03";"C";"X";7867;8
"9301C";"Saint Denis chaud";"2020";"930661004";"Delaunay Belleville 04";"C";"X";5818;8
"9301C";"Saint Denis chaud";"2020";"930661101";"Plaine 01";"C";"X";17380;22
"9301C";"Saint Denis chaud";"2020";"930661102";"Plaine 02";"C";"X";6638;10
"9301C";"Saint Denis chaud";"2020";"930661104";"Plaine 04";"C";"X";5505;7
"9301C";"Saint Denis chaud";"2020";"930661501";"Pleyel 01";"C";"X";12529;5
"9301C";"Saint Denis chaud";"2020";"93066XXXX";"Iris fictif de la commune Saint-Denis";"C";"X";1998;7
"9301C";"Saint Denis chaud";"2020";"930720101";"Pavé d'Amiens";"C";"X";852;2
"9301C";"Saint Denis chaud";"2020";"930720102";"Clos Saint-Lazare 1";"C";"X";9457;16
"9301C";"Saint Denis chaud";"2020";"930720103";"Clos Saint-Lazare 2";"C";"X";7226;9
"9301C";"Saint Denis chaud";"2020";"930720104";"Clos Saint-Lazare 3";"C";"X";7348;8
"9301C";"Saint Denis chaud";"2020";"930720105";"Cité Jardin 1";"C";"X";3663;4
"9301C";"Saint Denis chaud";"2020";"930720106";"Cité Jardin 2";"C";"X";598;1
"9301C";"Saint Denis chaud";"2020";"930720107";"Centre Ville";"C";"X";2980;8
"9301C";"Saint Denis chaud";"2020";"930720109";"Globe 1";"C";"X";445;2
"9301C";"Saint Denis chaud";"2020";"930720110";"Globe 2";"C";"X";13705;5
"9301C";"Saint Denis chaud";"2020";"93072XXXX";"Iris fictif de la commune Stains";"C";"X";595;1
"9303C";"Zup de Bobigny";"2020";"930080101";"Les Vignes 1";"C";"R";1369.035;3
"9303C";"Zup de Bobigny";"2020";"930080101";"Les Vignes 1";"C";"T";450;1
"9303C";"Zup de Bobigny";"2020";"930080102";"Bourse du Travail 1";"C";"R";2643.503;4
"9303C";"Zup de Bobigny";"2020";"930080102";"Bourse du Travail 1";"C";"T";2177.01;1
"9303C";"Zup de Bobigny";"2020";"930080106";"Édouard Vaillant 1";"C";"R";2233.5;4
"9303C";"Zup de Bobigny";"2020";"930080106";"Édouard Vaillant 1";"C";"T";1069.06;2
"9303C";"Zup de Bobigny";"2020";"930080110";"Édouard Vaillant 5";"C";"R";423.945;2
"9303C";"Zup de Bobigny";"2020";"930080110";"Édouard Vaillant 5";"C";"T";"secret";"secret"
"9303C";"Zup de Bobigny";"2020";"930080111";"Préfecture 1";"C";"R";8693.575;9
"9303C";"Zup de Bobigny";"2020";"930080111";"Préfecture 1";"C";"T";1450.38;4
"9303C";"Zup de Bobigny";"2020";"930080111";"Préfecture 1";"C";"X";327.01;1
"9303C";"Zup de Bobigny";"2020";"930080112";"Préfecture 2";"C";"R";13113.4;9
"9303C";"Zup de Bobigny";"2020";"930080112";"Préfecture 2";"C";"T";8420.984;12
"9303C";"Zup de Bobigny";"2020";"930080113";"Préfecture 3";"C";"R";6513.689;5
"9303C";"Zup de Bobigny";"2020";"930080113";"Préfecture 3";"C";"T";1689.37;3
"9303C";"Zup de Bobigny";"2020";"930080114";"Préfecture 4";"C";"R";16388.825;9
"9303C";"Zup de Bobigny";"2020";"930080114";"Préfecture 4";"C";"T";1823.225;5
"9303C";"Zup de Bobigny";"2020";"930080115";"Bourse du Travail 2";"C";"R";215.191;3
"9303C";"Zup de Bobigny";"2020";"930080117";"Bourse du Travail 4";"C";"R";2027.795;1
"9303C";"Zup de Bobigny";"2020";"930080117";"Bourse du Travail 4";"C";"T";635.45;1
"9303C";"Zup de Bobigny";"2020";"930080118";"Préfecture 5";"C";"R";4534.492;6
"9303C";"Zup de Bobigny";"2020";"930080118";"Préfecture 5";"C";"T";"secret";"secret"
"9303C";"Zup de Bobigny";"2020";"930080119";"Les Vignes 4";"C";"R";3780.961;6
"9303C";"Zup de Bobigny";"2020";"930080119";"Les Vignes 4";"C";"T";1276.465;3
"9305C";"Zup des Fauvettes";"2020";"930500103";"Iris 3";"C";"R";6888.3;8
"9305C";"Zup des Fauvettes";"2020";"930500103";"Iris 3";"C";"T";986;4
"9305C";"Zup des Fauvettes";"2020";"930500105";"Iris 5";"C";"R";1830.6;3
"9305C";"Zup des Fauvettes";"2020";"930500105";"Iris 5";"C";"T";2019.5;5
"9305C";"Zup des Fauvettes";"2020";"930500106";"Iris 6";"C";"T";720.1;2
"9305C";"Zup des Fauvettes";"2020";"930500108";"Iris 8";"C";"R";4321.4;5
"9305C";"Zup des Fauvettes";"2020";"930500108";"Iris 8";"C";"T";434;3
"9305C";"Zup des Fauvettes";"2020";"930500109";"Iris 9";"C";"R";6515;5
"9305C";"Zup des Fauvettes";"2020";"930500109";"Iris 9";"C";"T";1066.4;2
"9305C";"Zup des Fauvettes";"2020";"930500110";"Iris 10";"C";"R";8364.7;7
"9305C";"Zup des Fauvettes";"2020";"930500110";"Iris 10";"C";"T";999;3
"9305C";"Zup des Fauvettes";"2020";"930500111";"Iris 11";"C";"R";10312.3;5
"9305C";"Zup des Fauvettes";"2020";"930500111";"Iris 11";"C";"T";570.5;3
"9305C";"Zup des Fauvettes";"2020";"930500112";"Iris 12";"C";"R";2788.2;3
"9305C";"Zup des Fauvettes";"2020";"930500112";"Iris 12";"C";"T";2403.2;4
"9305C";"Zup des Fauvettes";"2020";"930500113";"Iris 13";"C";"R";5046;1
"9305C";"Zup des Fauvettes";"2020";"930500113";"Iris 13";"C";"T";556;1
"9305C";"Zup des Fauvettes";"2020";"930500114";"Iris 14";"C";"R";872.2;9
"9309C";"SEBIO";"2020";"930050501";"Émile Zola 1";"C";"R";2070;2
"9309C";"SEBIO";"2020";"930050501";"Émile Zola 1";"C";"T";282;1
"9309C";"SEBIO";"2020";"930050502";"Émile Zola 2";"C";"R";4140;5
"9309C";"SEBIO";"2020";"930050502";"Émile Zola 2";"C";"T";565;1
"9309C";"SEBIO";"2020";"930050503";"Émile Zola 3";"C";"R";689;1
"9309C";"SEBIO";"2020";"930050503";"Émile Zola 3";"C";"T";"secret";"secret"
"9309C";"SEBIO";"2020";"930050603";"Bourg 3";"C";"R";1381;2
"9309C";"SEBIO";"2020";"930050603";"Bourg 3";"C";"T";"secret";"secret"
"9309C";"SEBIO";"2020";"930050903";"Anatole France 3";"C";"R";7587;9
"9309C";"SEBIO";"2020";"930050903";"Anatole France 3";"C";"T";1035;1
"9309C";"SEBIO";"2020";"930460104";"Iris 4";"C";"R";2070;2
"9309C";"SEBIO";"2020";"930460104";"Iris 4";"C";"T";282;1
"9309C";"SEBIO";"2020";"930460106";"Iris 6";"C";"R";689;1
"9309C";"SEBIO";"2020";"930460106";"Iris 6";"C";"T";"secret";"secret"
"9309C";"SEBIO";"2020";"930710101";"Rougemont Est";"C";"R";4140;5
"9309C";"SEBIO";"2020";"930710101";"Rougemont Est";"C";"T";565;1
"9309C";"SEBIO";"2020";"930710102";"Rougemont Ouest 2";"C";"R";5517;6
"9309C";"SEBIO";"2020";"930710102";"Rougemont Ouest 2";"C";"T";752;1
"9309C";"SEBIO";"2020";"930710103";"Rougemont Ouest 1";"C";"R";5517;6
"9309C";"SEBIO";"2020";"930710103";"Rougemont Ouest 1";"C";"T";752;1
"9309C";"SEBIO";"2020";"930710104";"Savigny 1";"C";"R";1381;2
"9309C";"SEBIO";"2020";"930710104";"Savigny 1";"C";"T";"secret";"secret"
"9309C";"SEBIO";"2020";"930710116";"Centre Ville 1";"C";"R";2070;2
"9309C";"SEBIO";"2020";"930710116";"Centre Ville 1";"C";"T";282;1
"9309C";"SEBIO";"2020";"930710118";"Perrin 1";"C";"R";3447;4
"9309C";"SEBIO";"2020";"930710118";"Perrin 1";"C";"T";470;1
"9309C";"SEBIO";"2020";"930710119";"Freinville";"C";"R";2070;2
"9309C";"SEBIO";"2020";"930710119";"Freinville";"C";"T";282;1
"9311C";"Le Chêne Pointu";"2020";"930140104";"Iris 3";"C";"R";2609.86;2
"9311C";"Le Chêne Pointu";"2020";"930140104";"Iris 3";"C";"T";353;1
"9311C";"Le Chêne Pointu";"2020";"930140109";"Iris 8";"C";"R";5645.28;3
