"Nom de l'opérateur";"Millésime des données";"Énergie concernée";"Code de l'IRIS - Code de la zone";"Code de l'IRIS - Libellé de la zone";"Code du grand secteur";"Consommation (en MWh)";"Nombre de points de livraison"
"OPERATEUR";"ANNEE";"FILIERE";"IRIS_CODE";"IRIS_LIBELLE";"CODE_GRAND_SECTEUR";"CONSO";"PDL"
"Paris et communes limitrophes";"2018";"C";"751093409";"Chaussee d'Antin 9";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093409";"Chaussee d'Antin 9";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093409";"Chaussee d'Antin 9";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093409";"Chaussee d'Antin 9";"X";"secret";"secret"
"Réseau Climespace";"2018";"F";"751093409";"Chaussee d'Antin 9";"T";4091;10
"Paris et communes limitrophes";"2018";"C";"751093409";"Chaussee d'Antin 9";"X";3945.02;1
"Paris et communes limitrophes";"2018";"C";"751093409";"Chaussee d'Antin 9";"X";509.51;1
"Paris et communes limitrophes";"2018";"C";"751093409";"Chaussee d'Antin 9";"X";211.89;1
"Paris et communes limitrophes";"2018";"C";"751093409";"Chaussee d'Antin 9";"X";838.49;1
"Paris et communes limitrophes";"2018";"C";"751093409";"Chaussee d'Antin 9";"X";315;1
"Paris et communes limitrophes";"2018";"C";"751093409";"Chaussee d'Antin 9";"X";462;1
"Paris et communes limitrophes";"2018";"C";"751093409";"Chaussee d'Antin 9";"X";605.97;1
"Paris et communes limitrophes";"2018";"C";"751093409";"Chaussee d'Antin 9";"X";298.32;1
"Paris et communes limitrophes";"2018";"C";"751093409";"Chaussee d'Antin 9";"X";608.2;1
"Paris et communes limitrophes";"2018";"C";"751093409";"Chaussee d'Antin 9";"X";402.87;1
"Paris et communes limitrophes";"2018";"C";"751093409";"Chaussee d'Antin 9";"X";2030.36;1
"Paris et communes limitrophes";"2018";"C";"751093409";"Chaussee d'Antin 9";"X";248.83;1
"Paris et communes limitrophes";"2018";"C";"751093501";"Faubourg Montmartre 1";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093501";"Faubourg Montmartre 1";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093501";"Faubourg Montmartre 1";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093501";"Faubourg Montmartre 1";"X";"secret";"secret"
"Réseau Climespace";"2018";"F";"751093501";"Faubourg Montmartre 1";"T";3596;4
"Paris et communes limitrophes";"2018";"C";"751093501";"Faubourg Montmartre 1";"X";1058.05;1
"Paris et communes limitrophes";"2018";"C";"751093501";"Faubourg Montmartre 1";"X";297.62;1
"Paris et communes limitrophes";"2018";"C";"751093501";"Faubourg Montmartre 1";"X";687;1
"Paris et communes limitrophes";"2018";"C";"751093501";"Faubourg Montmartre 1";"X";496;1
"Paris et communes limitrophes";"2018";"C";"751093501";"Faubourg Montmartre 1";"X";553.6;1
"Paris et communes limitrophes";"2018";"C";"751093501";"Faubourg Montmartre 1";"X";278.8;1
"Paris et communes limitrophes";"2018";"C";"751093502";"Faubourg Montmartre 2";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093502";"Faubourg Montmartre 2";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093502";"Faubourg Montmartre 2";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093502";"Faubourg Montmartre 2";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093502";"Faubourg Montmartre 2";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093502";"Faubourg Montmartre 2";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093502";"Faubourg Montmartre 2";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093502";"Faubourg Montmartre 2";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093502";"Faubourg Montmartre 2";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093502";"Faubourg Montmartre 2";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093502";"Faubourg Montmartre 2";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093502";"Faubourg Montmartre 2";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093502";"Faubourg Montmartre 2";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093502";"Faubourg Montmartre 2";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093502";"Faubourg Montmartre 2";"X";"secret";"secret"
"Réseau Climespace";"2018";"F";"751093502";"Faubourg Montmartre 2";"T";836;6
"Paris et communes limitrophes";"2018";"C";"751093502";"Faubourg Montmartre 2";"X";263.62;1
"Paris et communes limitrophes";"2018";"C";"751093502";"Faubourg Montmartre 2";"X";269.74;1
"Paris et communes limitrophes";"2018";"C";"751093502";"Faubourg Montmartre 2";"X";381;1
"Paris et communes limitrophes";"2018";"C";"751093502";"Faubourg Montmartre 2";"X";526;1
"Paris et communes limitrophes";"2018";"C";"751093502";"Faubourg Montmartre 2";"X";316;1
"Paris et communes limitrophes";"2018";"C";"751093502";"Faubourg Montmartre 2";"X";475.35;1
"Paris et communes limitrophes";"2018";"C";"751093503";"Faubourg Montmartre 3";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093503";"Faubourg Montmartre 3";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093503";"Faubourg Montmartre 3";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093503";"Faubourg Montmartre 3";"X";603;1
"Paris et communes limitrophes";"2018";"C";"751093504";"Faubourg Montmartre 4";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093504";"Faubourg Montmartre 4";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093504";"Faubourg Montmartre 4";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093504";"Faubourg Montmartre 4";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093504";"Faubourg Montmartre 4";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093504";"Faubourg Montmartre 4";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093504";"Faubourg Montmartre 4";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093504";"Faubourg Montmartre 4";"X";"secret";"secret"
"Réseau Climespace";"2018";"F";"751093504";"Faubourg Montmartre 4";"T";11578;17
"Paris et communes limitrophes";"2018";"C";"751093504";"Faubourg Montmartre 4";"X";892.86;1
"Paris et communes limitrophes";"2018";"C";"751093504";"Faubourg Montmartre 4";"X";2258.98;1
"Paris et communes limitrophes";"2018";"C";"751093504";"Faubourg Montmartre 4";"X";312.26;1
"Paris et communes limitrophes";"2018";"C";"751093504";"Faubourg Montmartre 4";"X";279;1
"Paris et communes limitrophes";"2018";"C";"751093504";"Faubourg Montmartre 4";"X";784;1
"Paris et communes limitrophes";"2018";"C";"751093504";"Faubourg Montmartre 4";"X";770.88;1
"Paris et communes limitrophes";"2018";"C";"751093504";"Faubourg Montmartre 4";"X";320.62;1
"Paris et communes limitrophes";"2018";"C";"751093504";"Faubourg Montmartre 4";"X";322;1
"Paris et communes limitrophes";"2018";"C";"751093504";"Faubourg Montmartre 4";"X";848.95;1
"Paris et communes limitrophes";"2018";"C";"751093504";"Faubourg Montmartre 4";"X";208.4;1
"Paris et communes limitrophes";"2018";"C";"751093504";"Faubourg Montmartre 4";"X";432.84;1
"Paris et communes limitrophes";"2018";"C";"751093504";"Faubourg Montmartre 4";"X";306.68;1
"Paris et communes limitrophes";"2018";"C";"751093504";"Faubourg Montmartre 4";"X";277;1
"Paris et communes limitrophes";"2018";"C";"751093504";"Faubourg Montmartre 4";"X";355.47;1
"Paris et communes limitrophes";"2018";"C";"751093504";"Faubourg Montmartre 4";"X";298.32;1
"Paris et communes limitrophes";"2018";"C";"751093601";"Rochechouart 1";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093601";"Rochechouart 1";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093601";"Rochechouart 1";"X";"secret";"secret"
"Réseau Climespace";"2018";"F";"751093601";"Rochechouart 1";"T";494;1
"Paris et communes limitrophes";"2018";"C";"751093601";"Rochechouart 1";"X";475;1
"Paris et communes limitrophes";"2018";"C";"751093601";"Rochechouart 1";"X";343;1
"Paris et communes limitrophes";"2018";"C";"751093601";"Rochechouart 1";"X";241.16;1
"Paris et communes limitrophes";"2018";"C";"751093601";"Rochechouart 1";"X";1105.44;1
"Paris et communes limitrophes";"2018";"C";"751093602";"Rochechouart 2";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093602";"Rochechouart 2";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093602";"Rochechouart 2";"X";310.86;1
"Paris et communes limitrophes";"2018";"C";"751093606";"Rochechouart 6";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751093606";"Rochechouart 6";"X";611.97;1
"Paris et communes limitrophes";"2018";"C";"751093610";"Rochechouart 10";"X";389.62;1
"Paris et communes limitrophes";"2018";"C";"751103701";"Saint-Vincent de Paul 1";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103701";"Saint-Vincent de Paul 1";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103701";"Saint-Vincent de Paul 1";"X";3668;1
"Paris et communes limitrophes";"2018";"C";"751103701";"Saint-Vincent de Paul 1";"X";588;1
"Paris et communes limitrophes";"2018";"C";"751103702";"Saint-Vincent de Paul 2";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103702";"Saint-Vincent de Paul 2";"X";470.48;1
"Paris et communes limitrophes";"2018";"C";"751103702";"Saint-Vincent de Paul 2";"X";464.2;1
"Paris et communes limitrophes";"2018";"C";"751103702";"Saint-Vincent de Paul 2";"X";511;1
"Paris et communes limitrophes";"2018";"C";"751103702";"Saint-Vincent de Paul 2";"X";546.4;1
"Paris et communes limitrophes";"2018";"C";"751103703";"Saint-Vincent de Paul 3";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103703";"Saint-Vincent de Paul 3";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103703";"Saint-Vincent de Paul 3";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103703";"Saint-Vincent de Paul 3";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103703";"Saint-Vincent de Paul 3";"X";438;1
"Paris et communes limitrophes";"2018";"C";"751103703";"Saint-Vincent de Paul 3";"X";955;1
"Paris et communes limitrophes";"2018";"C";"751103703";"Saint-Vincent de Paul 3";"X";227;1
"Paris et communes limitrophes";"2018";"C";"751103703";"Saint-Vincent de Paul 3";"X";289.95;1
"Paris et communes limitrophes";"2018";"C";"751103704";"Saint-Vincent de Paul 4";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103704";"Saint-Vincent de Paul 4";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103704";"Saint-Vincent de Paul 4";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103704";"Saint-Vincent de Paul 4";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103704";"Saint-Vincent de Paul 4";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103704";"Saint-Vincent de Paul 4";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103704";"Saint-Vincent de Paul 4";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103704";"Saint-Vincent de Paul 4";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103704";"Saint-Vincent de Paul 4";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103704";"Saint-Vincent de Paul 4";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103704";"Saint-Vincent de Paul 4";"X";294.83;1
"Paris et communes limitrophes";"2018";"C";"751103704";"Saint-Vincent de Paul 4";"X";298.1;1
"Paris et communes limitrophes";"2018";"C";"751103704";"Saint-Vincent de Paul 4";"X";733.94;1
"Paris et communes limitrophes";"2018";"C";"751103704";"Saint-Vincent de Paul 4";"X";234.89;1
"Paris et communes limitrophes";"2018";"C";"751103704";"Saint-Vincent de Paul 4";"X";241.86;1
"Paris et communes limitrophes";"2018";"C";"751103704";"Saint-Vincent de Paul 4";"X";311;1
"Paris et communes limitrophes";"2018";"C";"751103705";"Saint-Vincent de Paul 5";"X";294.83;1
"Paris et communes limitrophes";"2018";"C";"751103705";"Saint-Vincent de Paul 5";"X";322.01;1
"Paris et communes limitrophes";"2018";"C";"751103705";"Saint-Vincent de Paul 5";"X";898;1
"Paris et communes limitrophes";"2018";"C";"751103706";"Saint-Vincent de Paul 6";"X";374.99;1
"Paris et communes limitrophes";"2018";"C";"751103706";"Saint-Vincent de Paul 6";"X";586.87;1
"Paris et communes limitrophes";"2018";"C";"751103707";"Saint-Vincent de Paul 7";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103707";"Saint-Vincent de Paul 7";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103707";"Saint-Vincent de Paul 7";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103707";"Saint-Vincent de Paul 7";"X";559;1
"Paris et communes limitrophes";"2018";"C";"751103707";"Saint-Vincent de Paul 7";"X";4331.16;1
"Paris et communes limitrophes";"2018";"C";"751103707";"Saint-Vincent de Paul 7";"X";348.5;1
"Paris et communes limitrophes";"2018";"C";"751103707";"Saint-Vincent de Paul 7";"X";216.07;1
"Paris et communes limitrophes";"2018";"C";"751103709";"Saint-Vincent de Paul 9";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103709";"Saint-Vincent de Paul 9";"X";495.57;1
"Paris et communes limitrophes";"2018";"C";"751103709";"Saint-Vincent de Paul 9";"X";2606.78;1
"Paris et communes limitrophes";"2018";"C";"751103709";"Saint-Vincent de Paul 9";"X";1352.18;1
"Paris et communes limitrophes";"2018";"C";"751103710";"Saint-Vincent de Paul 10";"X";984.86;1
"Paris et communes limitrophes";"2018";"C";"751103710";"Saint-Vincent de Paul 10";"X";309.47;1
"Paris et communes limitrophes";"2018";"C";"751103710";"Saint-Vincent de Paul 10";"X";2562.17;1
"Paris et communes limitrophes";"2018";"C";"751103710";"Saint-Vincent de Paul 10";"X";360.35;1
"Paris et communes limitrophes";"2018";"C";"751103710";"Saint-Vincent de Paul 10";"X";263.47;1
"Paris et communes limitrophes";"2018";"C";"751103711";"Saint-Vincent de Paul 11";"X";13613.8;1
"Paris et communes limitrophes";"2018";"C";"751103712";"Saint-Vincent de Paul 12";"X";996.71;1
"Paris et communes limitrophes";"2018";"C";"751103712";"Saint-Vincent de Paul 12";"X";463.51;1
"Paris et communes limitrophes";"2018";"C";"751103712";"Saint-Vincent de Paul 12";"X";1944.63;1
"Paris et communes limitrophes";"2018";"C";"751103712";"Saint-Vincent de Paul 12";"X";415;1
"Paris et communes limitrophes";"2018";"C";"751103712";"Saint-Vincent de Paul 12";"X";335;1
"Paris et communes limitrophes";"2018";"C";"751103801";"Porte Saint-Denis 1";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103802";"Porte Saint-Denis 2";"X";283;1
"Paris et communes limitrophes";"2018";"C";"751103802";"Porte Saint-Denis 2";"X";230;1
"Paris et communes limitrophes";"2018";"C";"751103802";"Porte Saint-Denis 2";"X";360.35;1
"Paris et communes limitrophes";"2018";"C";"751103805";"Porte Saint-Denis 5";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103805";"Porte Saint-Denis 5";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103805";"Porte Saint-Denis 5";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103805";"Porte Saint-Denis 5";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103805";"Porte Saint-Denis 5";"X";595.24;1
"Paris et communes limitrophes";"2018";"C";"751103806";"Porte Saint-Denis 6";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103806";"Porte Saint-Denis 6";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103806";"Porte Saint-Denis 6";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103806";"Porte Saint-Denis 6";"X";927.01;1
"Paris et communes limitrophes";"2018";"C";"751103806";"Porte Saint-Denis 6";"X";401;1
"Paris et communes limitrophes";"2018";"C";"751103806";"Porte Saint-Denis 6";"X";344.32;1
"Paris et communes limitrophes";"2018";"C";"751103806";"Porte Saint-Denis 6";"X";478.84;1
"Paris et communes limitrophes";"2018";"C";"751103806";"Porte Saint-Denis 6";"X";647;1
"Paris et communes limitrophes";"2018";"C";"751103906";"Porte Saint-Martin 6";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103906";"Porte Saint-Martin 6";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103906";"Porte Saint-Martin 6";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103906";"Porte Saint-Martin 6";"X";1106;1
"Paris et communes limitrophes";"2018";"C";"751103906";"Porte Saint-Martin 6";"X";615.9;1
"Paris et communes limitrophes";"2018";"C";"751103906";"Porte Saint-Martin 6";"X";590;1
"Paris et communes limitrophes";"2018";"C";"751103907";"Porte Saint-Martin 7";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103907";"Porte Saint-Martin 7";"X";860.8;1
"Paris et communes limitrophes";"2018";"C";"751103907";"Porte Saint-Martin 7";"X";207.01;1
"Paris et communes limitrophes";"2018";"C";"751103910";"Porte Saint-Martin 10";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751103910";"Porte Saint-Martin 10";"X";664;1
"Paris et communes limitrophes";"2018";"C";"751103910";"Porte Saint-Martin 10";"X";354.77;1
"Paris et communes limitrophes";"2018";"C";"751103910";"Porte Saint-Martin 10";"X";1145.87;1
"Paris et communes limitrophes";"2018";"C";"751104002";"Hopital Saint-Louis 2";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751104003";"Hopital Saint-Louis 3";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751104005";"Hopital Saint-Louis 5";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751104005";"Hopital Saint-Louis 5";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751104006";"Hopital Saint-Louis 6";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751104006";"Hopital Saint-Louis 6";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751104006";"Hopital Saint-Louis 6";"X";327;1
"Paris et communes limitrophes";"2018";"C";"751104006";"Hopital Saint-Louis 6";"X";228;1
"Paris et communes limitrophes";"2018";"C";"751104006";"Hopital Saint-Louis 6";"X";483.72;1
"Paris et communes limitrophes";"2018";"C";"751104006";"Hopital Saint-Louis 6";"X";628;1
"Paris et communes limitrophes";"2018";"C";"751104006";"Hopital Saint-Louis 6";"X";842.67;1
"Paris et communes limitrophes";"2018";"C";"751104006";"Hopital Saint-Louis 6";"X";271.71;1
"Paris et communes limitrophes";"2018";"C";"751104006";"Hopital Saint-Louis 6";"X";551;1
"Paris et communes limitrophes";"2018";"C";"751104006";"Hopital Saint-Louis 6";"X";234.19;1
"Paris et communes limitrophes";"2018";"C";"751104006";"Hopital Saint-Louis 6";"X";334.56;1
"Paris et communes limitrophes";"2018";"C";"751104006";"Hopital Saint-Louis 6";"X";1272;1
"Paris et communes limitrophes";"2018";"C";"751104007";"Hopital Saint-Louis 7";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751104007";"Hopital Saint-Louis 7";"X";942;1
"Paris et communes limitrophes";"2018";"C";"751104007";"Hopital Saint-Louis 7";"X";1279;1
"Paris et communes limitrophes";"2018";"C";"751104007";"Hopital Saint-Louis 7";"X";1474.85;1
"Paris et communes limitrophes";"2018";"C";"751104007";"Hopital Saint-Louis 7";"X";1845.66;1
"Paris et communes limitrophes";"2018";"C";"751104007";"Hopital Saint-Louis 7";"X";327.59;1
"Paris et communes limitrophes";"2018";"C";"751104007";"Hopital Saint-Louis 7";"X";556;1
"Paris et communes limitrophes";"2018";"C";"751104007";"Hopital Saint-Louis 7";"X";233.5;1
"Paris et communes limitrophes";"2018";"C";"751104008";"Hopital Saint-Louis 8";"X";637.06;1
"Paris et communes limitrophes";"2018";"C";"751104008";"Hopital Saint-Louis 8";"X";955;1
"Paris et communes limitrophes";"2018";"C";"751104008";"Hopital Saint-Louis 8";"X";1828.93;1
"Paris et communes limitrophes";"2018";"C";"751104008";"Hopital Saint-Louis 8";"X";940;1
"Paris et communes limitrophes";"2018";"C";"751104008";"Hopital Saint-Louis 8";"X";1305;1
"Paris et communes limitrophes";"2018";"C";"751104009";"Hopital Saint-Louis 9";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751104009";"Hopital Saint-Louis 9";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751104009";"Hopital Saint-Louis 9";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751104009";"Hopital Saint-Louis 9";"X";403.56;1
"Paris et communes limitrophes";"2018";"C";"751104009";"Hopital Saint-Louis 9";"X";408.7;1
"Paris et communes limitrophes";"2018";"C";"751104009";"Hopital Saint-Louis 9";"X";390.32;1
"Paris et communes limitrophes";"2018";"C";"751104009";"Hopital Saint-Louis 9";"X";855.9;1
"Paris et communes limitrophes";"2018";"C";"751104009";"Hopital Saint-Louis 9";"X";645.42;1
"Paris et communes limitrophes";"2018";"C";"751104009";"Hopital Saint-Louis 9";"X";354.08;1
"Paris et communes limitrophes";"2018";"C";"751104010";"Hopital Saint-Louis 10";"X";903;1
"Paris et communes limitrophes";"2018";"C";"751104010";"Hopital Saint-Louis 10";"X";697.7;1
"Paris et communes limitrophes";"2018";"C";"751104010";"Hopital Saint-Louis 10";"X";1451.15;1
"Paris et communes limitrophes";"2018";"C";"751104010";"Hopital Saint-Louis 10";"X";577.81;1
"Paris et communes limitrophes";"2018";"C";"751104010";"Hopital Saint-Louis 10";"X";541.17;1
"Paris et communes limitrophes";"2018";"C";"751104010";"Hopital Saint-Louis 10";"X";1172;1
"Paris et communes limitrophes";"2018";"C";"751104011";"Hopital Saint-Louis 11";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751104011";"Hopital Saint-Louis 11";"X";432.3;1
"Paris et communes limitrophes";"2018";"C";"751104011";"Hopital Saint-Louis 11";"X";517.02;1
"Paris et communes limitrophes";"2018";"C";"751104011";"Hopital Saint-Louis 11";"X";244.65;1
"Paris et communes limitrophes";"2018";"C";"751104011";"Hopital Saint-Louis 11";"X";399.38;1
"Paris et communes limitrophes";"2018";"C";"751104011";"Hopital Saint-Louis 11";"X";659;1
"Paris et communes limitrophes";"2018";"C";"751104012";"Hopital Saint-Louis 12";"X";231.4;1
"Paris et communes limitrophes";"2018";"C";"751104012";"Hopital Saint-Louis 12";"X";14852.37;1
"Paris et communes limitrophes";"2018";"C";"751104012";"Hopital Saint-Louis 12";"X";9419.26;1
"Paris et communes limitrophes";"2018";"C";"751114108";"Folie Mericourt 8";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751114108";"Folie Mericourt 8";"X";614;1
"Paris et communes limitrophes";"2018";"C";"751114109";"Folie Mericourt 9";"X";325.5;1
"Paris et communes limitrophes";"2018";"C";"751114112";"Folie Mericourt 12";"X";846;1
"Paris et communes limitrophes";"2018";"C";"751114113";"Folie Mericourt 13";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751114113";"Folie Mericourt 13";"X";2005;1
"Paris et communes limitrophes";"2018";"C";"751114202";"Saint-Ambroise 2";"X";254.41;1
"Paris et communes limitrophes";"2018";"C";"751114202";"Saint-Ambroise 2";"X";299.7;1
"Paris et communes limitrophes";"2018";"C";"751114202";"Saint-Ambroise 2";"X";785;1
"Paris et communes limitrophes";"2018";"C";"751114202";"Saint-Ambroise 2";"X";315.04;1
"Paris et communes limitrophes";"2018";"C";"751114203";"Saint-Ambroise 3";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751114203";"Saint-Ambroise 3";"X";515.78;1
"Paris et communes limitrophes";"2018";"C";"751114203";"Saint-Ambroise 3";"X";243.95;1
"Paris et communes limitrophes";"2018";"C";"751114203";"Saint-Ambroise 3";"X";531;1
"Paris et communes limitrophes";"2018";"C";"751114203";"Saint-Ambroise 3";"X";345;1
"Paris et communes limitrophes";"2018";"C";"751114203";"Saint-Ambroise 3";"X";624.51;1
"Paris et communes limitrophes";"2018";"C";"751114203";"Saint-Ambroise 3";"X";1093;1
"Paris et communes limitrophes";"2018";"C";"751114212";"Saint-Ambroise 12";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751114212";"Saint-Ambroise 12";"X";2344.01;1
"Paris et communes limitrophes";"2018";"C";"751114212";"Saint-Ambroise 12";"X";410.53;1
"Paris et communes limitrophes";"2018";"C";"751114213";"Saint-Ambroise 13";"X";925.62;1
"Paris et communes limitrophes";"2018";"C";"751114214";"Saint-Ambroise 14";"X";871.95;1
"Paris et communes limitrophes";"2018";"C";"751114214";"Saint-Ambroise 14";"X";209.8;1
"Paris et communes limitrophes";"2018";"C";"751114307";"Roquette 7";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751114307";"Roquette 7";"X";398;1
"Paris et communes limitrophes";"2018";"C";"751114307";"Roquette 7";"X";437.72;1
"Paris et communes limitrophes";"2018";"C";"751114307";"Roquette 7";"X";345.71;1
"Paris et communes limitrophes";"2018";"C";"751114307";"Roquette 7";"X";2532.9;1
"Paris et communes limitrophes";"2018";"C";"751114307";"Roquette 7";"X";505.33;1
"Paris et communes limitrophes";"2018";"C";"751114308";"Roquette 8";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751114308";"Roquette 8";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751114308";"Roquette 8";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751114308";"Roquette 8";"X";1909;1
"Paris et communes limitrophes";"2018";"C";"751114308";"Roquette 8";"X";312.95;1
"Paris et communes limitrophes";"2018";"C";"751114308";"Roquette 8";"X";204.22;1
"Paris et communes limitrophes";"2018";"C";"751114309";"Roquette 9";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751114309";"Roquette 9";"X";273.22;1
"Paris et communes limitrophes";"2018";"C";"751114309";"Roquette 9";"X";5411;1
"Paris et communes limitrophes";"2018";"C";"751114317";"Roquette 17";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751114317";"Roquette 17";"X";317.83;1
"Paris et communes limitrophes";"2018";"C";"751114320";"Roquette 20";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751114320";"Roquette 20";"X";253.71;1
"Paris et communes limitrophes";"2018";"C";"751114320";"Roquette 20";"X";1771.77;1
"Paris et communes limitrophes";"2018";"C";"751114404";"Sainte-Marguerite 4";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751114404";"Sainte-Marguerite 4";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751114404";"Sainte-Marguerite 4";"X";"secret";"secret"
"Paris et communes limitrophes";"2018";"C";"751114404";"Sainte-Marguerite 4";"X";593;1
"Paris et communes limitrophes";"2018";"C";"751114404";"Sainte-Marguerite 4";"X";225.13;1
"Paris et communes limitrophes";"2018";"C";"751124501";"Bel Air 1";"X";"secret";"secret"
