"index";"Nom de l'opérateur";"Millésime des données";"Code de l'IRIS - Code de la zone";"Code de l'IRIS - Libellé de la zone";"Énergie concernée";"Code du grand secteur";"Consommation (en MWh)";"Nombre de points de livraison"
"3507C";"Rennes Nord";"2021";"352380402";"Cimetière du Nord";"C";"R";"4067";"12"
"3507C";"Rennes Nord";"2021";"352380402";"Cimetière du Nord";"C";"T";"202";"1"
"3507C";"Rennes Nord";"2021";"352380501";"Emmanuel Mounier";"C";"R";"3719";"10"
"3507C";"Rennes Nord";"2021";"352380502";"Brno";"C";"R";"5000";"11"
"3507C";"Rennes Nord";"2021";"352380504";"Le Gast Est";"C";"R";"553";"2"
"3507C";"Rennes Nord";"2021";"352380505";"La Motte Brûlon";"C";"T";"617";"4"
"3507C";"Rennes Nord";"2021";"352380601";"Parc de Maurepas";"C";"R";"1710";"3"
"3507C";"Rennes Nord";"2021";"352380601";"Parc de Maurepas";"C";"T";"1104";"3"
"3507C";"Rennes Nord";"2021";"352380602";"Michelet";"C";"T";"secret";"secret"
"3507C";"Rennes Nord";"2021";"352380606";"Le Bois Perrin";"C";"R";"60";"1"
"3507C";"Rennes Nord";"2021";"352380606";"Le Bois Perrin";"C";"T";"1843";"2"
"3507C";"Rennes Nord";"2021";"352380607";"Plaine de Baud";"C";"R";"4189";"9"
"3507C";"Rennes Nord";"2021";"352381001";"Pontchaillou";"C";"R";"3191.412";"4"
"3507C";"Rennes Nord";"2021";"352381001";"Pontchaillou";"C";"T";"39980.46";"24"
"3507C";"Rennes Nord";"2021";"352381002";"Villejean Sud-Est";"C";"R";"12601.0003";"10"
"3507C";"Rennes Nord";"2021";"352381002";"Villejean Sud-Est";"C";"T";"1264.628";"4"
"3507C";"Rennes Nord";"2021";"352381003";"Villejean Sud-Ouest";"C";"R";"10596.012";"13"
"3507C";"Rennes Nord";"2021";"352381003";"Villejean Sud-Ouest";"C";"T";"414.46";"1"
"3507C";"Rennes Nord";"2021";"352381004";"Villejean Nord-Ouest";"C";"R";"12399.016";"12"
"3507C";"Rennes Nord";"2021";"352381004";"Villejean Nord-Ouest";"C";"T";"1282.664";"3"
"3507C";"Rennes Nord";"2021";"352381005";"Villejean Nord-Est";"C";"R";"9001.048";"8"
"3507C";"Rennes Nord";"2021";"352381005";"Villejean Nord-Est";"C";"T";"1799.004";"3"
"3507C";"Rennes Nord";"2021";"352381006";"Dalle Kennedy";"C";"R";"10381.684";"5"
"3507C";"Rennes Nord";"2021";"352381006";"Dalle Kennedy";"C";"T";"517";"1"
"3507C";"Rennes Nord";"2021";"352381007";"Beauregard";"C";"R";"21361";"68"
"3507C";"Rennes Nord";"2021";"352381007";"Beauregard";"C";"T";"6936.552";"17"
"3605C";"Réseau de chaleur d'Issoudun";"2021";"360880105";"Faubourg de Rome";"C";"X";"7681.01";"1"
"3701C";"Morier et Rabière";"2021";"371220101";"Centre Est";"C";"X";"9882.241";"29"
"3701C";"Morier et Rabière";"2021";"371220102";"Centre Ouest";"C";"X";"1962.382";"10"
"3701C";"Morier et Rabière";"2021";"371220201";"Morier Rigny Sud";"C";"X";"8236.14";"24"
"3701C";"Morier et Rabière";"2021";"371220202";"Morier Rigny Nord";"C";"X";"4896.4";"12"
"3701C";"Morier et Rabière";"2021";"371220301";"Grange Marbellière";"C";"X";"39842.212";"3"
"3701C";"Morier et Rabière";"2021";"371220401";"Sainterie Beaulieu Crouzillière";"C";"X";"676.18";"1"
"3701C";"Morier et Rabière";"2021";"371220701";"Alouette Sud";"C";"X";"3045.168";"3"
"3701C";"Morier et Rabière";"2021";"371220702";"Vallée Violette";"C";"X";"3407.789";"9"
"3701C";"Morier et Rabière";"2021";"371220801";"Rabière Sud";"C";"X";"9442.489471";"25"
"3701C";"Morier et Rabière";"2021";"371220802";"Rabière Nord";"C";"X";"9850.842";"14"
"3701C";"Morier et Rabière";"2021";"371220803";"Rabière Est";"C";"X";"7464.259";"18"
"3701C";"Morier et Rabière";"2021";"371220804";"Rabière Ouest";"C";"X";"6461.366";"17"
"3702C";"Zup des Bords de Cher et Sanitas";"2021";"372610203";"Grammont 3";"C";"X";"5264.664";"8"
"3702C";"Zup des Bords de Cher et Sanitas";"2021";"372610901";"Rives du Cher 1";"C";"X";"2721.973";"14"
"3702C";"Zup des Bords de Cher et Sanitas";"2021";"372610902";"Rives du Cher 2";"C";"X";"5005.251";"16"
"3702C";"Zup des Bords de Cher et Sanitas";"2021";"372611101";"Sanitas-Rotonde 1";"C";"X";"6859.5";"29"
"3702C";"Zup des Bords de Cher et Sanitas";"2021";"372611102";"Sanitas-Rotonde 2";"C";"X";"6727.175";"27"
"3702C";"Zup des Bords de Cher et Sanitas";"2021";"372611103";"Sanitas-Rotonde 3";"C";"X";"900.654";"3"
"3702C";"Zup des Bords de Cher et Sanitas";"2021";"372611104";"Sanitas-Rotonde 4";"C";"X";"9223.53";"35"
"3702C";"Zup des Bords de Cher et Sanitas";"2021";"372611105";"Sanitas-Rotonde 5";"C";"X";"5753.758";"14"
"3702C";"Zup des Bords de Cher et Sanitas";"2021";"372611201";"Beaujardin 1";"C";"X";"112.076";"2"
"3702C";"Zup des Bords de Cher et Sanitas";"2021";"372611202";"Beaujardin 2";"C";"X";"2138.983";"12"
"3702C";"Zup des Bords de Cher et Sanitas";"2021";"372611301";"Rochepinard";"C";"X";"65262.958";"21"
"3702C";"Zup des Bords de Cher et Sanitas";"2021";"372612101";"Les Fontaines 1";"C";"X";"6933.356";"33"
"3702C";"Zup des Bords de Cher et Sanitas";"2021";"372612102";"Les Fontaines 2";"C";"X";"3557.943";"21"
"3702C";"Zup des Bords de Cher et Sanitas";"2021";"372612103";"Les Fontaines 3";"C";"X";"5771.128";"18"
"3704C";"Quartier Chateaubriand";"2021";"372611705";"Europe 5";"C";"nd";"nd";"nd"
"3705C";"Saint Pierre des Corps";"2021";"372330102";"Bords de Loire Grand Mail";"C";"X";"8368.395";"11"
"3705C";"Saint Pierre des Corps";"2021";"372330103";"Allées";"C";"X";"5392.405";"6"
"3705C";"Saint Pierre des Corps";"2021";"372330104";"Aubrière Jean Jaurès";"C";"X";"7880.815";"8"
"3705C";"Saint Pierre des Corps";"2021";"372330105";"Cheval Blanc";"C";"X";"1290.235";"3"
"3705C";"Saint Pierre des Corps";"2021";"372330106";"Est";"C";"X";"740";"2"
"3705C";"Saint Pierre des Corps";"2021";"372330107";"Centre";"C";"X";"7126.15";"14"
"3708C";"Réseau de chauffage urbain de la Riche - Quartier";"2021";"371950101";"Sainte-Anne";"C";"nd";"nd";"nd"
"3708C";"Réseau de chauffage urbain de la Riche - Quartier";"2021";"371950102";"Ronsard Pagnol";"C";"nd";"nd";"nd"
"3709C";"Réseau DBT";"2021";"372330105";"Cheval Blanc";"C";"X";"444.592";"3"
"3803C";"Berjalia";"2021";"380530101";"Saint-Michel";"C";"R";"601.63";"1"
"3803C";"Berjalia";"2021";"380530102";"Oiselet-La Grive";"C";"I";"secret";"secret"
"3803C";"Berjalia";"2021";"380530102";"Oiselet-La Grive";"C";"R";"1793.36";"5"
"3803C";"Berjalia";"2021";"380530102";"Oiselet-La Grive";"C";"T";"8719.06";"6"
"3803C";"Berjalia";"2021";"380530201";"Centre Ville Est";"C";"R";"869.92";"4"
"3803C";"Berjalia";"2021";"380530201";"Centre Ville Est";"C";"T";"1828.08";"4"
"3803C";"Berjalia";"2021";"380530202";"Champaret";"C";"R";"9710.246";"14"
"3803C";"Berjalia";"2021";"380530202";"Champaret";"C";"T";"249.12";"3"
"3803C";"Berjalia";"2021";"380530301";"Pré Bénit";"C";"R";"4577.62";"7"
"3803C";"Berjalia";"2021";"380530301";"Pré Bénit";"C";"T";"1076.08";"6"
"3803C";"Berjalia";"2021";"380530302";"Montbernier";"C";"T";"secret";"secret"
"3803C";"Berjalia";"2021";"380530401";"Pré Tillon";"C";"R";"5848.64";"9"
"3803C";"Berjalia";"2021";"380530401";"Pré Tillon";"C";"T";"1372.98";"4"
"3803C";"Berjalia";"2021";"380530402";"Champfleuri";"C";"R";"5993.38";"7"
"3803C";"Berjalia";"2021";"380530402";"Champfleuri";"C";"T";"250.38";"1"
"3803C";"Berjalia";"2021";"380530403";"Pré Pommier";"C";"I";"4341.61";"1"
"3803C";"Berjalia";"2021";"380530403";"Pré Pommier";"C";"R";"1035.27";"5"
"3803C";"Berjalia";"2021";"380530403";"Pré Pommier";"C";"T";"3463.41";"9"
"3806C";"Réseau d'Allevard";"2021";"380060000";"Allevard (commune non irisée)";"C";"R";"1722.37";"4"
"3806C";"Réseau d'Allevard";"2021";"380060000";"Allevard (commune non irisée)";"C";"T";"4564.041";"16"
"3813C";"Réseau de chaleur de Voreppe";"2021";"385650101";"Le Bourg-La Jacquinière";"C";"X";"2362.53";"8"
"3813C";"Réseau de chaleur de Voreppe";"2021";"385650102";"L'Hoirie-Brandegaudière-Centr'Alp";"C";"X";"1014.254";"6"
"3813C";"Réseau de chaleur de Voreppe";"2021";"385650103";"Bouvardière";"C";"X";"3763.247";"7"
"3813C";"Réseau de chaleur de Voreppe";"2021";"385650104";"Sud Sud-Est";"C";"X";"2422.86";"11"
"3819C";"Réseau de VIENNE";"2021";"385440403";"Grand-Estressin";"C";"R";"2354";"2"
"3819C";"Réseau de VIENNE";"2021";"385440403";"Grand-Estressin";"C";"T";"94";"1"
"3901C";"Dole";"2021";"391980105";"Centre Ville";"C";"T";"4249";"7"
"3901C";"Dole";"2021";"391980106";"Paix-Wilson-Machard";"C";"R";"1047.1437";"4"
"3901C";"Dole";"2021";"391980106";"Paix-Wilson-Machard";"C";"T";"950";"12"
"3901C";"Dole";"2021";"391980107";"Faubourg de Chalon";"C";"R";"3066.1601";"8"
"3901C";"Dole";"2021";"391980107";"Faubourg de Chalon";"C";"T";"12965.1938";"16"
"3901C";"Dole";"2021";"391980108";"Plumont-Val Fleuri";"C";"R";"2505.3569";"2"
"3901C";"Dole";"2021";"391980108";"Plumont-Val Fleuri";"C";"T";"1822";"7"
"3901C";"Dole";"2021";"391980112";"Saint-Ylie";"C";"T";"7685.36";"2"
"3901C";"Dole";"2021";"391980113";"Sorbiers-Mesnils Pasteur Sud";"C";"R";"6199.4724";"10"
"3901C";"Dole";"2021";"391980113";"Sorbiers-Mesnils Pasteur Sud";"C";"T";"2261.3903";"12"
"3901C";"Dole";"2021";"391980114";"Les Mesnils-Pasteur Nord";"C";"R";"7616.6555";"14"
"3901C";"Dole";"2021";"391980114";"Les Mesnils-Pasteur Nord";"C";"T";"3387";"1"
"3901C";"Dole";"2021";"392330000";"Foucherans (commune non irisée)";"C";"T";"343";"1"
"3902C";"Lons";"2021";"393000102";"Préfecture";"C";"X";"secret";"secret"
"3902C";"Lons";"2021";"393000103";"Les Mouillères";"C";"X";"10773.7628";"17"
"3902C";"Lons";"2021";"393000104";"Zone Industrielle";"C";"X";"467";"2"
"3902C";"Lons";"2021";"393000105";"La Marjorie";"C";"X";"14722.3185";"33"
"3902C";"Lons";"2021";"393000106";"Val du Solvan";"C";"X";"6976.3862";"13"
"3902C";"Lons";"2021";"393000107";"Centre";"C";"X";"2647.4127";"11"
"3902C";"Lons";"2021";"393000108";"Nord";"C";"X";"3609";"6"
"3904C";"Réseau de chaleur de Moirans en Montagne";"2021";"393330000";"Moirans-en-Montagne (commune non irisée)";"C";"I";"secret";"secret"
"3904C";"Réseau de chaleur de Moirans en Montagne";"2021";"393330000";"Moirans-en-Montagne (commune non irisée)";"C";"R";"1263.47";"9"
"3904C";"Réseau de chaleur de Moirans en Montagne";"2021";"393330000";"Moirans-en-Montagne (commune non irisée)";"C";"T";"3095.8";"11"
"4003C";"Géothermie Mont-de-Marsan (GMM1)";"2021";"401920103";"Barbe d'Or";"C";"T";"4823";"1"
"4003C";"Géothermie Mont-de-Marsan (GMM1)";"2021";"401920104";"Nonères";"C";"R";"3591";"1"
"4003C";"Géothermie Mont-de-Marsan (GMM1)";"2021";"401920104";"Nonères";"C";"T";"2803";"4"
"4005C";"Réseau de chaleur Peyrouat";"2021";"401920104";"Nonères";"C";"X";"1.432";"2"
"4005C";"Réseau de chaleur Peyrouat";"2021";"401920111";"Peyrouat";"C";"X";"2105.19886914062";"185"
"4006C";"Géothermie Mont-de-Marsan (GMM2)";"2021";"401920103";"Barbe d'Or";"C";"T";"3489";"1"
"4102C";"Zac des Paradis";"2021";"412950101";"Centre Ville";"C";"nd";"nd";"nd"
"4106C";"ECO CHALEUR DE BLOIS";"2021";"410180502";"Centre Ville 02";"C";"nd";"nd";"nd"
"4106C";"ECO CHALEUR DE BLOIS";"2021";"410180601";"Est 01";"C";"nd";"nd";"nd"
"4106C";"ECO CHALEUR DE BLOIS";"2021";"410180801";"Interquartiers";"C";"nd";"nd";"nd"
"4106C";"ECO CHALEUR DE BLOIS";"2021";"410470000";"La Chaussée-Saint-Victor (commune non irisée)";"C";"nd";"nd";"nd"
"4202C";"Quartier la Cotonne";"2021";"422181601";"Montferré";"C";"X";"7647.867";"11"
"4202C";"Quartier la Cotonne";"2021";"422181602";"La Cotonne";"C";"X";"5490.828";"9"
"4204C";"HLM Beaulieu Montchovet IV";"2021";"422181301";"Beaulieu";"C";"nd";"nd";"nd"
"4204C";"HLM Beaulieu Montchovet IV";"2021";"422181303";"Montchovet";"C";"nd";"nd";"nd"
"4204C";"HLM Beaulieu Montchovet IV";"2021";"422181304";"La Marandinière";"C";"nd";"nd";"nd"
"4204C";"HLM Beaulieu Montchovet IV";"2021";"422182001";"Parc de l'Europe Est";"C";"nd";"nd";"nd"
"4204C";"HLM Beaulieu Montchovet IV";"2021";"422182002";"La Palle";"C";"nd";"nd";"nd"
"4204C";"HLM Beaulieu Montchovet IV";"2021";"422182005";"La Métare";"C";"nd";"nd";"nd"
"4206C";"RÉSEAU DE FIRMINY";"2021";"420950101";"Centre";"C";"X";"10229.6";"33"
"4206C";"RÉSEAU DE FIRMINY";"2021";"420950102";"Laprat-Benaud";"C";"X";"16799.75";"32"
"4206C";"RÉSEAU DE FIRMINY";"2021";"420950201";"Chazeau";"C";"X";"4560.41";"8"
"4206C";"RÉSEAU DE FIRMINY";"2021";"420950202";"Tardive";"C";"X";"6750.41";"18"
"4206C";"RÉSEAU DE FIRMINY";"2021";"420950203";"Tremollet";"C";"X";"7911.98484";"28"
"4206C";"RÉSEAU DE FIRMINY";"2021";"420950204";"Firminy-Vert";"C";"X";"5704.6";"14"
"4206C";"RÉSEAU DE FIRMINY";"2021";"420950205";"Fayol";"C";"X";"2878.27";"1"
"4206C";"RÉSEAU DE FIRMINY";"2021";"420950301";"Abattoir";"C";"X";"2870.24";"3"
"4206C";"RÉSEAU DE FIRMINY";"2021";"420950302";"Bas Mas";"C";"X";"3584.48";"7"
"4207C";"Roanne énergies";"2021";"421870302";"Fontquentin Ouest";"C";"R";"6842.021";"6"
"4207C";"Roanne énergies";"2021";"421870302";"Fontquentin Ouest";"C";"T";"450.019";"3"
"4207C";"Roanne énergies";"2021";"421870303";"Fontquentin";"C";"R";"1984.543";"6"
"4207C";"Roanne énergies";"2021";"421870303";"Fontquentin";"C";"T";"100.12";"2"
"4207C";"Roanne énergies";"2021";"421870401";"Paris";"C";"T";"1209.88";"2"
"4207C";"Roanne énergies";"2021";"421870602";"Matel";"C";"R";"211.739";"1"
"4207C";"Roanne énergies";"2021";"421870602";"Matel";"C";"T";"2481.01";"1"
"4210C";"Quartier Montreynaud";"2021";"422180805";"La Terrasse-Étivallière-Grouchy";"C";"X";"899.578";"2"
"4210C";"Quartier Montreynaud";"2021";"422181801";"Saint-Saëns-La Petite Bérarde";"C";"X";"4708.002";"10"
"4210C";"Quartier Montreynaud";"2021";"422181802";"Les Castors";"C";"X";"5203.944";"5"
"4210C";"Quartier Montreynaud";"2021";"422181803";"Chabrier-Forum";"C";"X";"4174.067";"4"
"4210C";"Quartier Montreynaud";"2021";"422181804";"Gounod";"C";"X";"9734.246";"12"
"4210C";"Quartier Montreynaud";"2021";"422181805";"La Chèvre-La Bâtie-La Girardière";"C";"X";"1681.104";"3"
"4211C";"Andrézieux-Bouthéon";"2021";"420050101";"La Chapelle";"C";"R";"11532";"3"
"4211C";"Andrézieux-Bouthéon";"2021";"420050101";"La Chapelle";"C";"T";"387.31";"2"
"4211C";"Andrézieux-Bouthéon";"2021";"420050104";"Nord Bouthéon Plaine";"C";"T";"4880.29";"5"
"4211C";"Andrézieux-Bouthéon";"2021";"420050106";"Agglomération Sud";"C";"I";"secret";"secret"
"4211C";"Andrézieux-Bouthéon";"2021";"420050106";"Agglomération Sud";"C";"R";"secret";"secret"
"4211C";"Andrézieux-Bouthéon";"2021";"420050106";"Agglomération Sud";"C";"T";"2621.29";"6"
"4212C";"Montrond-les-Bains";"2021";"421490000";"Montrond-les-Bains (commune non irisée)";"C";"R";"1853.61";"9"
"4212C";"Montrond-les-Bains";"2021";"421490000";"Montrond-les-Bains (commune non irisée)";"C";"T";"3726.7";"10"
"4213C";"RÉSEAU DE CHALEUR VIACONFORT";"2021";"422180401";"Chavanelle";"C";"R";"4457";"8"
"4213C";"RÉSEAU DE CHALEUR VIACONFORT";"2021";"422180401";"Chavanelle";"C";"T";"3321";"8"
"4213C";"RÉSEAU DE CHALEUR VIACONFORT";"2021";"422180901";"Le Marais Méons Grange-Neuve";"C";"T";"4731";"2"
"4213C";"RÉSEAU DE CHALEUR VIACONFORT";"2021";"422181001";"Le Treyve-Puits Thibaud";"C";"R";"1359";"2"
"4213C";"RÉSEAU DE CHALEUR VIACONFORT";"2021";"422181001";"Le Treyve-Puits Thibaud";"C";"T";"3120";"7"
"4213C";"RÉSEAU DE CHALEUR VIACONFORT";"2021";"422181002";"Le Soleil";"C";"R";"1604";"2"
"4213C";"RÉSEAU DE CHALEUR VIACONFORT";"2021";"422181002";"Le Soleil";"C";"T";"690";"2"
"4213C";"RÉSEAU DE CHALEUR VIACONFORT";"2021";"422181101";"Châteaucreux";"C";"R";"3327";"6"
"4213C";"RÉSEAU DE CHALEUR VIACONFORT";"2021";"422181101";"Châteaucreux";"C";"T";"5829";"7"
"4213C";"RÉSEAU DE CHALEUR VIACONFORT";"2021";"422181103";"Montat-La Verrerie";"C";"T";"233";"1"
"4213C";"RÉSEAU DE CHALEUR VIACONFORT";"2021";"422181104";"Monthieu";"C";"R";"5984";"8"
"4213F";"RÉSEAUX DE FROID VIACONFORT";"2021";"422181101";"Châteaucreux";"F";"R";"89";"1"
"4213F";"RÉSEAUX DE FROID VIACONFORT";"2021";"422181101";"Châteaucreux";"F";"T";"2417";"7"
"4213F";"RÉSEAUX DE FROID VIACONFORT";"2021";"422181103";"Montat-La Verrerie";"F";"T";"29";"1"
"4214C";"Scevia quartier de fonsala";"2021";"422070103";"Hypercentre";"C";"X";"0";"13"
"4214C";"Scevia quartier de fonsala";"2021";"422070104";"La Brosse";"C";"X";"0";"2"
"4214C";"Scevia quartier de fonsala";"2021";"422070105";"La Gare";"C";"X";"0";"3"
"4214C";"Scevia quartier de fonsala";"2021";"422070201";"Centre-Tonkin";"C";"X";"1298.864";"6"
"4214C";"Scevia quartier de fonsala";"2021";"422070301";"Pavillonnaire";"C";"X";"secret";"secret"
"4214C";"Scevia quartier de fonsala";"2021";"422070302";"Nord";"C";"X";"6627.53";"6"
"4214C";"Scevia quartier de fonsala";"2021";"422070303";"Sud";"C";"X";"7831.96";"9"
"4214C";"Scevia quartier de fonsala";"2021";"422070401";"Général de Gaulle";"C";"X";"4189.66";"7"
"4214C";"Scevia quartier de fonsala";"2021";"422070402";"Bourg Pilat Coin";"C";"X";"5943.697";"11"
"4303C";"Réseau du Puy en Velay VERT VEINE";"2021";"431570101";"Guitard-Roche Arnaud";"C";"R";"3128.9";"8"
"4303C";"Réseau du Puy en Velay VERT VEINE";"2021";"431570101";"Guitard-Roche Arnaud";"C";"T";"5222.8";"11"
"4303C";"Réseau du Puy en Velay VERT VEINE";"2021";"431570102";"Zone Verte Ours-Mons";"C";"R";"361";"1"
"4303C";"Réseau du Puy en Velay VERT VEINE";"2021";"431570102";"Zone Verte Ours-Mons";"C";"T";"392.72";"1"
"4303C";"Réseau du Puy en Velay VERT VEINE";"2021";"431570103";"Taulhac";"C";"R";"642.8";"1"
"4303C";"Réseau du Puy en Velay VERT VEINE";"2021";"431570103";"Taulhac";"C";"T";"2942.8";"3"
"4303C";"Réseau du Puy en Velay VERT VEINE";"2021";"431570104";"Val Vert";"C";"R";"4358.9";"14"
"4303C";"Réseau du Puy en Velay VERT VEINE";"2021";"431570104";"Val Vert";"C";"T";"1584.4";"5"
"4303C";"Réseau du Puy en Velay VERT VEINE";"2021";"431570105";"Breuil-Carmes";"C";"R";"5190.9";"10"
"4303C";"Réseau du Puy en Velay VERT VEINE";"2021";"431570105";"Breuil-Carmes";"C";"T";"568.3";"1"
"4307C";"RÉSEAUX DE CHALEUR YES";"2021";"432680101";"Nord";"C";"I";"465";"2"
"4307C";"RÉSEAUX DE CHALEUR YES";"2021";"432680101";"Nord";"C";"R";"285.3167";"3"
"4307C";"RÉSEAUX DE CHALEUR YES";"2021";"432680101";"Nord";"C";"T";"1601.128";"14"
"4307C";"RÉSEAUX DE CHALEUR YES";"2021";"432680102";"Sud";"C";"I";"95";"1"
"4307C";"RÉSEAUX DE CHALEUR YES";"2021";"432680102";"Sud";"C";"R";"1329.67";"11"
"4307C";"RÉSEAUX DE CHALEUR YES";"2021";"432680102";"Sud";"C";"T";"10367";"21"
"4401C";"Nantes";"2021";"440200104";"Les Couëts Est";"C";"X";"200";"2"
"4401C";"Nantes";"2021";"441090102";"Gloriette-Feydeau";"C";"X";"41501";"13"
"4401C";"Nantes";"2021";"441090108";"Madeleine";"C";"X";"76";"1"
"4401C";"Nantes";"2021";"441090109";"Champ de Mars";"C";"X";"8165";"10"
"4401C";"Nantes";"2021";"441090403";"Viarme";"C";"X";"secret";"secret"
"4401C";"Nantes";"2021";"441090404";"Talensac-Pont Morand";"C";"X";"704";"4"
"4401C";"Nantes";"2021";"441090405";"Hauts Pavés";"C";"X";"1746";"4"
"4401C";"Nantes";"2021";"441090407";"Rennes-Bellamy";"C";"X";"secret";"secret"
"4401C";"Nantes";"2021";"441090409";"Saint-Félix";"C";"X";"1037";"3"
"4401C";"Nantes";"2021";"441090410";"Université-Michelet";"C";"X";"9675";"10"
"4401C";"Nantes";"2021";"441090501";"Caserne Mellinet";"C";"X";"4925";"15"
"4401C";"Nantes";"2021";"441090502";"Agenêts";"C";"X";"3558";"8"
"4401C";"Nantes";"2021";"441090503";"Toutes Aides";"C";"X";"341";"3"
"4401C";"Nantes";"2021";"441090504";"Dalby";"C";"X";"1019";"4"
"4401C";"Nantes";"2021";"441090505";"Coulmiers-Jardin des Plantes";"C";"X";"2740";"6"
"4401C";"Nantes";"2021";"441090506";"Malakoff";"C";"X";"17182";"31"
"4401C";"Nantes";"2021";"441090507";"Vieux Malakoff";"C";"X";"16548";"40"
"4401C";"Nantes";"2021";"441090508";"Richebourg-Saint-Clément";"C";"X";"7612";"8"
"4401C";"Nantes";"2021";"441090509";"Waldeck-Sully";"C";"X";"4767";"7"
"4401C";"Nantes";"2021";"441090510";"Saint-Donatien";"C";"X";"secret";"secret"
"4401C";"Nantes";"2021";"441090511";"Coudray";"C";"X";"1853";"8"
"4401C";"Nantes";"2021";"441090601";"Z.A. Sainte-Anne-Zone Portuaire";"C";"X";"9068";"19"
"4401C";"Nantes";"2021";"441090602";"République-Les Ponts";"C";"X";"11934";"19"
"4401C";"Nantes";"2021";"441090603";"Beaulieu-Mangin";"C";"X";"16407";"24"
"4401C";"Nantes";"2021";"441090604";"Île Beaulieu";"C";"X";"39622";"76"
"4401C";"Nantes";"2021";"441090808";"Bourgeonnière-Petit Port";"C";"X";"2864";"4"
"4401C";"Nantes";"2021";"441090809";"Jonelière-Université";"C";"X";"17305";"11"
"4401C";"Nantes";"2021";"441090901";"Plessis Tison";"C";"X";"2081";"5"
"4401C";"Nantes";"2021";"441090902";"Tortière";"C";"X";"1733";"4"
"4401C";"Nantes";"2021";"441090903";"Port Boyer";"C";"X";"7141";"7"
"4401C";"Nantes";"2021";"441090905";"Ranzay-Grand Clos";"C";"X";"1940";"5"
"4401C";"Nantes";"2021";"441091001";"Mairie de Doulon";"C";"X";"3724";"11"
"4401C";"Nantes";"2021";"441091002";"Le Landreau";"C";"X";"1420";"4"
"4401C";"Nantes";"2021";"441091003";"Boulevard des Poilus";"C";"X";"2316";"9"
"4401C";"Nantes";"2021";"441091005";"Jules Verne";"C";"X";"490";"1"
"4401C";"Nantes";"2021";"441091006";"La Bottière";"C";"X";"8474";"9"
"4401C";"Nantes";"2021";"441091007";"Pilotière";"C";"X";"1045";"2"
"4401C";"Nantes";"2021";"441091008";"Pin Sec";"C";"X";"4623";"6"
"4401C";"Nantes";"2021";"441091009";"Haluchère-Perray";"C";"X";"6939";"3"
"4401C";"Nantes";"2021";"441091013";"Z.A. Les Mauves";"C";"X";"587";"1"
"4401C";"Nantes";"2021";"441091101";"Grêneraie-Clos Torreau";"C";"X";"6145";"2"
"4401C";"Nantes";"2021";"441091102";"Saint-Jacques-Pirmil";"C";"X";"secret";"secret"
"4401C";"Nantes";"2021";"441430101";"Z.A. Atout Sud-Trentemoult";"C";"X";"8298";"2"
"4405C";"Zup de Bellevue Saint Herblain";"2021";"441090201";"Plessis Cellier-Roche Maurice";"C";"X";"62.82";"1"
"4405C";"Zup de Bellevue Saint Herblain";"2021";"441090202";"Mendès France";"C";"X";"16229.27";"17"
"4405C";"Zup de Bellevue Saint Herblain";"2021";"441090203";"Lauriers";"C";"X";"8656.52";"14"
"4405C";"Zup de Bellevue Saint Herblain";"2021";"441090204";"Croix Bonneau-Bourderies";"C";"X";"5576.579";"8"
"4405C";"Zup de Bellevue Saint Herblain";"2021";"441090205";"Mairie de Chantenay";"C";"X";"337.83";"1"
"4405C";"Zup de Bellevue Saint Herblain";"2021";"441090209";"Z.A. Cheviré-Zone Portuaire";"C";"X";"60.9";"1"
"4405C";"Zup de Bellevue Saint Herblain";"2021";"441090302";"Contrie";"C";"X";"1262.61";"3"
"4405C";"Zup de Bellevue Saint Herblain";"2021";"441090303";"Dervallières-Chézine";"C";"X";"19896.694";"26"
"4405C";"Zup de Bellevue Saint Herblain";"2021";"441090304";"Joncours-Procé";"C";"X";"secret";"secret"
"4405C";"Zup de Bellevue Saint Herblain";"2021";"441620301";"Les Quatre Vents";"C";"X";"4851.92";"2"
"4405C";"Zup de Bellevue Saint Herblain";"2021";"441620401";"Preux";"C";"X";"452";"2"
"4405C";"Zup de Bellevue Saint Herblain";"2021";"441620402";"Crémetterie";"C";"X";"1336.1";"9"
"4405C";"Zup de Bellevue Saint Herblain";"2021";"441620501";"Harlière Nord";"C";"X";"3754.66";"7"
"4405C";"Zup de Bellevue Saint Herblain";"2021";"441620502";"Harlière Sud";"C";"X";"5406.1";"10"
"4405C";"Zup de Bellevue Saint Herblain";"2021";"441620503";"Village Expo";"C";"X";"3624.76";"6"
"4405C";"Zup de Bellevue Saint Herblain";"2021";"441620504";"Bernardière";"C";"X";"4059.06";"8"
"4405C";"Zup de Bellevue Saint Herblain";"2021";"441620505";"Moulin du Bois";"C";"X";"secret";"secret"
"4406C";"AFUL Reze Chateau";"2021";"441430201";"Centre";"C";"R";"2864";"3"
"4406C";"AFUL Reze Chateau";"2021";"441430401";"Château-Mahaudières";"C";"R";"6204";"13"
"4406C";"AFUL Reze Chateau";"2021";"441430401";"Château-Mahaudières";"C";"T";"3092";"10"
"4406C";"AFUL Reze Chateau";"2021";"441430402";"Trocardière-Moulin à l'Huile";"C";"T";"2564";"7"
"4407C";"NOVAE Saint Jean de Boiseau";"2021";"441660101";"Centre Ville-Nord Rigaudière";"C";"R";"1058.38";"119"
