"index";"Nom de l'opérateur";"Millésime des données";"Code de l'IRIS - Code de la zone";"Code de l'IRIS - Libellé de la zone";"Energie concernée";"Code du grand secteur";"Consommation (en MWh)";"Nombre de points de livraison"
"ID";"OPERATEUR";"ANNEE";"IRIS";"IRIS_LIBELLE";"FILIERE";"CODE_GRAND_SECTEUR";"CONSO";"PDL"
"6905C";"Réseau de Lyon";"2023";"693870602";"Le Fleuve";"C";"T";929.300018310546;3
"6905C";"Réseau de Lyon";"2023";"693870603";"Le Rhône";"C";"R";1875.7099609375;2
"6905C";"Réseau de Lyon";"2023";"693870701";"L'Artillerie-La Gare";"C";"R";"secret";"secret"
"6905C";"Réseau de Lyon";"2023";"693870701";"L'Artillerie-La Gare";"C";"T";7616.07013893127;8
"6905C";"Réseau de Lyon";"2023";"693870703";"Cité Jardin";"C";"R";1783.50999450684;3
"6905C";"Réseau de Lyon";"2023";"693870703";"Cité Jardin";"C";"T";1785.58999633789;3
"6905C";"Réseau de Lyon";"2023";"693870704";"Jean-Jaurès Sud";"C";"R";627.160003662109;2
"6905C";"Réseau de Lyon";"2023";"693870705";"Jean-Jaurès Nord";"C";"R";790.159973144531;1
"6905C";"Réseau de Lyon";"2023";"693870801";"Marcel Mérieux";"C";"R";3998.059967041;7
"6905C";"Réseau de Lyon";"2023";"693870801";"Marcel Mérieux";"C";"T";3678.38596343993;6
"6905C";"Réseau de Lyon";"2023";"693870802";"Tony Garnier";"C";"R";4414.67000198363;18
"6905C";"Réseau de Lyon";"2023";"693870802";"Tony Garnier";"C";"T";17826.1708960533;29
"6905C";"Réseau de Lyon";"2023";"693870901";"La Mouche-Le Port";"C";"R";571.400024414062;1
"6905C";"Réseau de Lyon";"2023";"693870901";"La Mouche-Le Port";"C";"T";1148.5;1
"6905C";"Réseau de Lyon";"2023";"693880101";"Jean Moulin";"C";"T";2312.15991210937;1
"6905C";"Réseau de Lyon";"2023";"693880102";"Colbert";"C";"T";536.219970703125;1
"6905C";"Réseau de Lyon";"2023";"693880105";"Marius Berliet Sud";"C";"R";5137.32008361816;9
"6905C";"Réseau de Lyon";"2023";"693880105";"Marius Berliet Sud";"C";"T";"secret";"secret"
"6905C";"Réseau de Lyon";"2023";"693880202";"Les Alouettes-Bachut";"C";"T";1966.59997558593;1
"6905C";"Réseau de Lyon";"2023";"693880301";"Laennec";"C";"R";2681.22998046875;2
"6905C";"Réseau de Lyon";"2023";"693880301";"Laennec";"C";"T";9806.76217651367;7
"6905C";"Réseau de Lyon";"2023";"693880302";"Rockefeller-La Buire";"C";"R";6440.75993347167;7
"6905C";"Réseau de Lyon";"2023";"693880302";"Rockefeller-La Buire";"C";"T";9530.91992950438;8
"6905C";"Réseau de Lyon";"2023";"693880303";"Bataille";"C";"R";2946.52000427246;4
"6905C";"Réseau de Lyon";"2023";"693880303";"Bataille";"C";"T";6873.3899230957;5
"6905C";"Réseau de Lyon";"2023";"693880401";"Latarget-Mermoz";"C";"T";"secret";"secret"
"6905C";"Réseau de Lyon";"2023";"693880402";"La Trinité-Mermoz";"C";"R";2867.24102020263;14
"6905C";"Réseau de Lyon";"2023";"693880403";"Genton-Ranvier";"C";"R";3139.25002288818;5
"6905C";"Réseau de Lyon";"2023";"693880403";"Genton-Ranvier";"C";"T";1778.77997589111;2
"6905C";"Réseau de Lyon";"2023";"693880404";"Mairie";"C";"R";2533.79895019531;8
"6905C";"Réseau de Lyon";"2023";"693880404";"Mairie";"C";"T";833.010002136229;3
"6905C";"Réseau de Lyon";"2023";"693880501";"Pinel Santy";"C";"T";"secret";"secret"
"6905C";"Réseau de Lyon";"2023";"693880503";"Général André";"C";"T";745.529998779296;2
"6905C";"Réseau de Lyon";"2023";"693880601";"Langlet Santy";"C";"R";1020.40901184082;5
"6905C";"Réseau de Lyon";"2023";"693880601";"Langlet Santy";"C";"T";482.019989013671;1
"6905C";"Réseau de Lyon";"2023";"693880602";"Grange Rouge";"C";"R";4252.84985351562;3
"6905C";"Réseau de Lyon";"2023";"693880603";"Viviani";"C";"R";5343.84997558593;2
"6905C";"Réseau de Lyon";"2023";"693880701";"Le Bocage";"C";"R";397.239990234375;1
"6905C";"Réseau de Lyon";"2023";"693880702";"États-Unis";"C";"R";2969.55904388427;5
"6905C";"Réseau de Lyon";"2023";"693880702";"États-Unis";"C";"T";660.760009765625;1
"6905C";"Réseau de Lyon";"2023";"693880801";"Moulin à Vent";"C";"R";4996.42004394531;3
"6905C";"Réseau de Lyon";"2023";"693880802";"Audibert-La Virotte";"C";"R";3075.31002807617;3
"6905C";"Réseau de Lyon";"2023";"693880802";"Audibert-La Virotte";"C";"T";1179.99002075195;2
"6905C";"Réseau de Lyon";"2023";"693880901";"Petite Guille";"C";"R";2172.4299621582;4
"6905F";"Réseau de Lyon - Froid";"2023";"692660401";"Stalingrad";"F";"T";"nd";"nd"
"6905F";"Réseau de Lyon - Froid";"2023";"693830102";"Jussieu";"F";"T";"nd";"nd"
"6905F";"Réseau de Lyon - Froid";"2023";"693830103";"Les Halles";"F";"T";"nd";"nd"
"6905F";"Réseau de Lyon - Froid";"2023";"693830104";"Bonnel-Servient";"F";"R";"nd";"nd"
"6905F";"Réseau de Lyon - Froid";"2023";"693830104";"Bonnel-Servient";"F";"T";"nd";"nd"
"6905F";"Réseau de Lyon - Froid";"2023";"693830301";"Part Dieu";"F";"T";"nd";"nd"
"6905F";"Réseau de Lyon - Froid";"2023";"693830302";"Danton-Bir Hakeim";"F";"T";"nd";"nd"
"6905F";"Réseau de Lyon - Froid";"2023";"693830401";"Villette Gare";"F";"T";"nd";"nd"
"6905F";"Réseau de Lyon - Froid";"2023";"693830402";"Richerand-Petites Sœurs";"F";"T";"nd";"nd"
"6905F";"Réseau de Lyon - Froid";"2023";"693830403";"Pompidou";"F";"T";"nd";"nd"
"6905F";"Réseau de Lyon - Froid";"2023";"693830501";"Villette-Paul Bert";"F";"T";"nd";"nd"
"6905F";"Réseau de Lyon - Froid";"2023";"693830602";"Dauphiné-Montluc";"F";"T";"nd";"nd"
"6905F";"Réseau de Lyon - Froid";"2023";"693860304";"Les Brotteaux";"F";"T";"nd";"nd"
"6905F";"Réseau de Lyon - Froid";"2023";"693860503";"Vauban";"F";"R";"nd";"nd"
"6905F";"Réseau de Lyon - Froid";"2023";"693860503";"Vauban";"F";"T";"nd";"nd"
"6905F";"Réseau de Lyon - Froid";"2023";"693860601";"Jules Ferry";"F";"T";"nd";"nd"
"6905F";"Réseau de Lyon - Froid";"2023";"693860701";"Bellecombe-Thiers";"F";"R";"nd";"nd"
"6905F";"Réseau de Lyon - Froid";"2023";"693860701";"Bellecombe-Thiers";"F";"T";"nd";"nd"
"6905F";"Réseau de Lyon - Froid";"2023";"693860702";"Les Charmettes-Lafayette";"F";"T";"nd";"nd"
"6906C";"Réseau de Vaulx en Velin";"2023";"692560102";"Z.A. Est";"C";"R";"secret";"secret"
"6906C";"Réseau de Vaulx en Velin";"2023";"692560201";"Village Centre";"C";"R";561;1
"6906C";"Réseau de Vaulx en Velin";"2023";"692560202";"Village Sud";"C";"R";4204.94002532958;11
"6906C";"Réseau de Vaulx en Velin";"2023";"692560202";"Village Sud";"C";"T";872.415992736815;6
"6906C";"Réseau de Vaulx en Velin";"2023";"692560203";"Village Nord";"C";"R";1960.70001220703;3
"6906C";"Réseau de Vaulx en Velin";"2023";"692560203";"Village Nord";"C";"T";474.119995117187;1
"6906C";"Réseau de Vaulx en Velin";"2023";"692560301";"Grappinière-Petit Pont";"C";"R";5577.62797546386;17
"6906C";"Réseau de Vaulx en Velin";"2023";"692560301";"Grappinière-Petit Pont";"C";"T";304.518997192383;3
"6906C";"Réseau de Vaulx en Velin";"2023";"692560302";"Grolières-Noirettes";"C";"R";9511.1700439453;8
"6906C";"Réseau de Vaulx en Velin";"2023";"692560302";"Grolières-Noirettes";"C";"T";1181.78997802734;4
"6906C";"Réseau de Vaulx en Velin";"2023";"692560401";"Sauveteur Sud";"C";"R";6004.74993896483;8
"6906C";"Réseau de Vaulx en Velin";"2023";"692560401";"Sauveteur Sud";"C";"T";707.730010986327;4
"6906C";"Réseau de Vaulx en Velin";"2023";"692560402";"Sauveteur Nord";"C";"R";7454.91906738279;7
"6906C";"Réseau de Vaulx en Velin";"2023";"692560402";"Sauveteur Nord";"C";"T";873.33999633789;3
"6906C";"Réseau de Vaulx en Velin";"2023";"692560403";"Mas du Taureau Nord";"C";"R";1280.6240234375;2
"6906C";"Réseau de Vaulx en Velin";"2023";"692560403";"Mas du Taureau Nord";"C";"T";"secret";"secret"
"6906C";"Réseau de Vaulx en Velin";"2023";"692560404";"Mas du Taureau Sud";"C";"R";5479.56005859374;4
"6906C";"Réseau de Vaulx en Velin";"2023";"692560405";"Pré de L'Herbe";"C";"R";1764.94000244141;2
"6906C";"Réseau de Vaulx en Velin";"2023";"692560405";"Pré de L'Herbe";"C";"T";633.381988525389;3
"6906C";"Réseau de Vaulx en Velin";"2023";"692560501";"Pont des Planches";"C";"R";2983.6480102539;7
"6906C";"Réseau de Vaulx en Velin";"2023";"692560501";"Pont des Planches";"C";"T";1577.33999633789;7
"6906C";"Réseau de Vaulx en Velin";"2023";"692560601";"Écoin-Thibaude";"C";"R";2997.20007324218;3
"6906C";"Réseau de Vaulx en Velin";"2023";"692560601";"Écoin-Thibaude";"C";"T";2314.27999305725;5
"6906C";"Réseau de Vaulx en Velin";"2023";"692560602";"Vernay";"C";"R";6060.40893554686;4
"6906C";"Réseau de Vaulx en Velin";"2023";"692560603";"Verchères";"C";"R";10846.7629852295;22
"6906C";"Réseau de Vaulx en Velin";"2023";"692560603";"Verchères";"C";"T";4858.63099670409;18
"6910C";"LES SEMAILLES";"2023";"690340103";"Pierre Brunier";"C";"R";1549;2
"6910C";"LES SEMAILLES";"2023";"690340103";"Pierre Brunier";"C";"T";406;2
"6910C";"LES SEMAILLES";"2023";"690340104";"Coste-Croix-Rousse";"C";"T";347;1
"6910C";"LES SEMAILLES";"2023";"690340105";"Coste Nord";"C";"R";561;1
"6910C";"LES SEMAILLES";"2023";"690340201";"Centre-Bourg";"C";"T";242;8
"6910C";"LES SEMAILLES";"2023";"690340302";"Jean Moulin-de Gaulle";"C";"T";579;9
"6910C";"LES SEMAILLES";"2023";"690340401";"Magnolles-Pasteur";"C";"R";2481;2
"6910C";"LES SEMAILLES";"2023";"690340403";"Bissardon";"C";"T";"secret";"secret"
"6910C";"LES SEMAILLES";"2023";"690340501";"Pasteur";"C";"R";541;2
"6910C";"LES SEMAILLES";"2023";"690340501";"Pasteur";"C";"T";"secret";"secret"
"6910C";"LES SEMAILLES";"2023";"690340502";"Montessuy Ouest";"C";"R";4943;3
"6910C";"LES SEMAILLES";"2023";"690340502";"Montessuy Ouest";"C";"T";1307;2
"6910C";"LES SEMAILLES";"2023";"690340503";"Montessuy Est";"C";"R";2900;3
"6910C";"LES SEMAILLES";"2023";"690340601";"Maréchal Foch";"C";"R";"secret";"secret"
"6910C";"LES SEMAILLES";"2023";"690340601";"Maréchal Foch";"C";"T";622;3
"6910C";"LES SEMAILLES";"2023";"690340701";"Perica-Caluire";"C";"T";"secret";"secret"
"6910C";"LES SEMAILLES";"2023";"690880103";"Les Marronniers";"C";"R";2604;3
"6910C";"LES SEMAILLES";"2023";"692860101";"Vancia";"C";"R";1036;7
"6910C";"LES SEMAILLES";"2023";"692860101";"Vancia";"C";"T";2107;5
"6910C";"LES SEMAILLES";"2023";"692860201";"Alagniers Sud";"C";"R";7121;10
"6910C";"LES SEMAILLES";"2023";"692860201";"Alagniers Sud";"C";"T";503;2
"6910C";"LES SEMAILLES";"2023";"692860202";"Mont Blanc";"C";"R";8043;6
"6910C";"LES SEMAILLES";"2023";"692860301";"Velette";"C";"R";7306.1;6
"6910C";"LES SEMAILLES";"2023";"692860302";"Leclerc";"C";"R";11060.7;18
"6910C";"LES SEMAILLES";"2023";"692860302";"Leclerc";"C";"T";2407;3
"6910C";"LES SEMAILLES";"2023";"692860303";"Semailles Sud";"C";"R";5704.3;9
"6910C";"LES SEMAILLES";"2023";"692860303";"Semailles Sud";"C";"T";1023;5
"6910C";"LES SEMAILLES";"2023";"692860304";"Semailles Nord";"C";"R";7752;12
"6910C";"LES SEMAILLES";"2023";"692860304";"Semailles Nord";"C";"T";350;3
"6910C";"LES SEMAILLES";"2023";"692860401";"Ravel";"C";"R";10529.0999;12
"6910C";"LES SEMAILLES";"2023";"692860401";"Ravel";"C";"T";572;2
"6910C";"LES SEMAILLES";"2023";"692860402";"Alagniers Nord";"C";"R";9167;13
"6910C";"LES SEMAILLES";"2023";"692860402";"Alagniers Nord";"C";"T";227;3
"6910C";"LES SEMAILLES";"2023";"692860501";"Perica-La Roue";"C";"I";1899;1
"6910C";"LES SEMAILLES";"2023";"692860501";"Perica-La Roue";"C";"R";1285;7
"6910C";"LES SEMAILLES";"2023";"692860501";"Perica-La Roue";"C";"T";1228;1
"6910C";"LES SEMAILLES";"2023";"692860502";"Village";"C";"R";2143;7
"6910C";"LES SEMAILLES";"2023";"692860502";"Village";"C";"T";1174;5
"6910C";"LES SEMAILLES";"2023";"692920000";"Sathonay-Camp";"C";"R";10128;28
"6910C";"LES SEMAILLES";"2023";"692920000";"Sathonay-Camp";"C";"T";4598;13
"6928C";"Hôpital Nord-Ouest : CH de Villefrance/S.";"2023";"690130000";"Arnas";"C";"R";699;1
"6928C";"Hôpital Nord-Ouest : CH de Villefrance/S.";"2023";"690920101";"La Chartonnière";"C";"R";10686;1
"6931C";"Réseau Sytraival";"2023";"690920103";"Le Bourg La Claire";"C";"R";1278.05999755859;2
"6931C";"Réseau Sytraival";"2023";"691150000";"Limas";"C";"R";1212.0400390625;1
"6931C";"Réseau Sytraival";"2023";"692640101";"Zone d'Activités Est 1";"C";"T";735.307991027832;3
"6931C";"Réseau Sytraival";"2023";"692640201";"Béligny Est";"C";"R";4175.29195404052;7
"6931C";"Réseau Sytraival";"2023";"692640201";"Béligny Est";"C";"T";"secret";"secret"
"6931C";"Réseau Sytraival";"2023";"692640202";"Béligny Ouest";"C";"R";1798.48200988769;2
"6931C";"Réseau Sytraival";"2023";"692640202";"Béligny Ouest";"C";"T";"secret";"secret"
"6931C";"Réseau Sytraival";"2023";"692640203";"Lamartine";"C";"R";"secret";"secret"
"6931C";"Réseau Sytraival";"2023";"692640302";"Troussier-Fongraine";"C";"R";1287.46301269531;3
"6931C";"Réseau Sytraival";"2023";"692640303";"Quarantaine";"C";"R";1961.5890045166;8
"6931C";"Réseau Sytraival";"2023";"692640303";"Quarantaine";"C";"T";520.775016784667;4
"6931C";"Réseau Sytraival";"2023";"692640401";"Centre Ville Nord";"C";"R";1616.12503051757;3
"6931C";"Réseau Sytraival";"2023";"692640401";"Centre Ville Nord";"C";"T";"secret";"secret"
"6931C";"Réseau Sytraival";"2023";"692640402";"Centre Ville Sud";"C";"R";987.587966918943;3
"6931C";"Réseau Sytraival";"2023";"692640402";"Centre Ville Sud";"C";"T";1376.916015625;5
"6931C";"Réseau Sytraival";"2023";"692640501";"Nord-Ouest";"C";"T";2660.60596847534;6
"6931C";"Réseau Sytraival";"2023";"692640601";"Belleroche";"C";"R";6761.83709716797;4
"7104C";"Réseau d'Autun";"2023";"710140101";"Collectif Saint-Pantaléon";"C";"R";3534.43998718261;8
"7104C";"Réseau d'Autun";"2023";"710140101";"Collectif Saint-Pantaléon";"C";"T";426.919998168945;2
"7104C";"Réseau d'Autun";"2023";"710140102";"Individuel Saint-Pantaléon et Les Ormes";"C";"R";700.029991149902;3
"7104C";"Réseau d'Autun";"2023";"710140102";"Individuel Saint-Pantaléon et Les Ormes";"C";"T";1554.96997070312;6
"7104C";"Réseau d'Autun";"2023";"710140103";"Saint-Jean-Saint-André";"C";"R";1983.04998779297;4
"7104C";"Réseau d'Autun";"2023";"710140103";"Saint-Jean-Saint-André";"C";"T";3694.25405883788;7
"7104C";"Réseau d'Autun";"2023";"710140104";"Gare et Centre Ville Nord";"C";"R";348.049987792968;1
"7104C";"Réseau d'Autun";"2023";"710140104";"Gare et Centre Ville Nord";"C";"T";"secret";"secret"
"7104C";"Réseau d'Autun";"2023";"710140105";"Parc Nord et Saintandoche";"C";"R";3066.21000671386;4
"7104C";"Réseau d'Autun";"2023";"710140105";"Parc Nord et Saintandoche";"C";"T";1468.55999755859;3
"7104C";"Réseau d'Autun";"2023";"710140106";"Parc Sud-Moulin du Vallon";"C";"R";249.779998779296;1
"7104C";"Réseau d'Autun";"2023";"710140106";"Parc Sud-Moulin du Vallon";"C";"T";2493.4899520874;4
"7104C";"Réseau d'Autun";"2023";"710140107";"Saint-Branchez-Croix Verte";"C";"R";2201.69995117187;1
"7104C";"Réseau d'Autun";"2023";"710140107";"Saint-Branchez-Croix Verte";"C";"T";2819.7299041748;2
"7104C";"Réseau d'Autun";"2023";"710140108";"Centre Ville";"C";"T";2230.59397888183;5
"7104C";"Réseau d'Autun";"2023";"710140110";"Zone d'Activités d'Autun Nord";"C";"T";1414.76999664307;4
"7202C";"Percée Centrale";"2023";"721810103";"Jacobins-République";"C";"R";9942.71635508536;59
"7202C";"Percée Centrale";"2023";"721810103";"Jacobins-République";"C";"T";1335.19147491455;6
"7202C";"Percée Centrale";"2023";"721810601";"Tessé";"C";"T";356.519989013671;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"720030101";"Les Ruisseaux";"C";"R";3800.62893676757;9
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"720030101";"Les Ruisseaux";"C";"T";4205.35400843619;18
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"720030102";"Le Chaoué";"C";"R";6075.63501739501;12
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"720030102";"Le Chaoué";"C";"T";225.431997776031;6
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"720030103";"La Tour aux Fées";"C";"R";5103.68294143676;18
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"720030103";"La Tour aux Fées";"C";"T";1451.18502807617;15
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"720030104";"Les Perrières";"C";"R";3887.28599548339;12
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"720030105";"Campagne-Hautes Métairies";"C";"R";6036.89990234375;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"720030105";"Campagne-Hautes Métairies";"C";"T";1101.57302093506;4
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721810302";"Monthéard";"C";"R";1050.32998657226;2
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721810502";"Haut de Gazonfier";"C";"R";1536.09999847412;8
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721810503";"Bas de Gazonfier";"C";"R";2479.36003112792;10
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721810503";"Bas de Gazonfier";"C";"T";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721811701";"Sablonnière";"C";"R";3988.0499420166;11
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721811702";"Sablons centre";"C";"R";6140.52000427246;14
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721811702";"Sablons centre";"C";"T";1442.01000976562;8
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721811703";"Newton";"C";"R";8147.35002136229;18
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721811703";"Newton";"C";"T";868.27000761032;6
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721811801";"Petit Louvre";"C";"R";7394.37002563476;12
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721811801";"Petit Louvre";"C";"T";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721811802";"Épau";"C";"I";436.649993896484;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721811802";"Épau";"C";"R";4927.74994659423;11
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721811802";"Épau";"C";"T";544.780002593994;4
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721811803";"Gué Bernisson";"C";"R";8535.20993041992;14
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721811803";"Gué Bernisson";"C";"T";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721811902";"Jaurès Bertinière";"C";"R";1576.90001678467;5
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721811902";"Jaurès Bertinière";"C";"T";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721812001";"Pontlieue";"C";"R";1062.4700012207;3
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721812002";"Michel-Ange";"C";"R";1947.63003540039;3
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721812002";"Michel-Ange";"C";"T";250.210006713867;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721812101";"Ronceray";"C";"R";4730.50009775162;5
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721812101";"Ronceray";"C";"T";681.136978149412;3
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721812102";"Glonnières";"C";"R";4998.49990177155;4
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721812102";"Glonnières";"C";"T";"secret";"secret"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721812201";"Cité des Pins";"C";"R";533.580991744994;3
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721812201";"Cité des Pins";"C";"T";304.909996032715;2
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721812202";"Vert Galant";"C";"T";1950.72401428222;3
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721812301";"Christ Sauveur";"C";"T";532.428978919982;4
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721812303";"Sources";"C";"T";7260.96391487121;7
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721812401";"Pavoine";"C";"R";845.100006103515;2
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721812501";"Funay";"C";"T";5032.265147686;5
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721812502";"Bruyères";"C";"T";2624.77001953125;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721812902";"Z.A. Zone industrielle sud 2";"C";"R";3101.9599609375;1
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2023";"721812902";"Z.A. Zone industrielle sud 2";"C";"T";296.329986572265;1
"7318C";"Réseau d'Ugine";"2023";"733030101";"Vieux Ugine";"C";"R";3637.9049797058;12
"7318C";"Réseau d'Ugine";"2023";"733030101";"Vieux Ugine";"C";"T";4942.71695137024;11
"7318C";"Réseau d'Ugine";"2023";"733030102";"Ugine Récent et Usine";"C";"I";809.225982666015;2
"7318C";"Réseau d'Ugine";"2023";"733030102";"Ugine Récent et Usine";"C";"R";2735.66798639297;14
"7318C";"Réseau d'Ugine";"2023";"733030102";"Ugine Récent et Usine";"C";"T";1277.07499846816;10
"7319C";"Réseau d'Albertville";"2023";"730110102";"Centre Ville";"C";"R";5128.36894226073;11
"7319C";"Réseau d'Albertville";"2023";"730110102";"Centre Ville";"C";"T";3515.04201602935;18
"7319C";"Réseau d'Albertville";"2023";"730110103";"Saint-Sigismond";"C";"R";706.17999267578;4
"7319C";"Réseau d'Albertville";"2023";"730110103";"Saint-Sigismond";"C";"T";2740.10009765625;1
"7319C";"Réseau d'Albertville";"2023";"730110104";"Jean Jaurès-Jean Moulin-Ripaille";"C";"R";1496.1300201416;6
"7319C";"Réseau d'Albertville";"2023";"730110104";"Jean Jaurès-Jean Moulin-Ripaille";"C";"T";335.410003662109;2
"7319C";"Réseau d'Albertville";"2023";"730110105";"Val des Roses";"C";"R";4738.26009368896;8
"7319C";"Réseau d'Albertville";"2023";"730110105";"Val des Roses";"C";"T";457.535003662109;3
"7319C";"Réseau d'Albertville";"2023";"730110106";"Plaine d'Albertville";"C";"R";3150.75003051756;3
"7319C";"Réseau d'Albertville";"2023";"730110106";"Plaine d'Albertville";"C";"T";2051.34299468994;9
"7402C";"Quartier de Champ Fleury";"2023";"740101401";"Le Cep";"C";"T";7742.57599830627;23
"7402C";"Quartier de Champ Fleury";"2023";"740101402";"Champ Fleuri";"C";"T";11187.3880013823;34
"7402C";"Quartier de Champ Fleury";"2023";"740101403";"Bois Gentil-Longiret";"C";"R";888.466995239257;3
"7402C";"Quartier de Champ Fleury";"2023";"740101403";"Bois Gentil-Longiret";"C";"T";10126.6610012054;21
